ān fèng	安鳳
zǎo guī	早歸
zǎo hán	早寒
zǎo qiū	早秋
zǎo rè	早熱
zǎo xīng	早興
zé bēi	澤陂
zé nán	則難
zè píng	仄平
zé yì	則易
zè yùn	仄韻
zēng kuí	曾揆
zèng nèi	贈內
zèng yán	贈言
zhāi jiè	齋戒
zhāi jū	齋居
zhàn bēn	湛賁
zhàn lù	湛露
zhān yù	詹玉
zhāng bái	張白
zhāng biàn	張昪
zhāng cí	張辭
zhāng cóng	張叢
zhāng dào	張燾
zhāng dǐng	張頂
zhāng dù	張杜
zhāng è	張諤
zhāng gāng	張綱
zhāng gé	張格
zhāng guān	張觀
zhāng gǔn	張袞
zhāng hù	張祜
zhāng huì	張匯
zhāng huī	張翬
zhāng hún	張渾
zhāng jì	張垍
zhāng jí	張籍
zhāng jì	張繼
zhāng jiǎ	張賈
zhāng jiàn	張漸
zhāng jié	章楶
zhāng jié	章碣
zhāng jǔ	張矩
zhāng jǔ	張莒
zhāng kuò	張擴
zhāng lěi	張耒
zhāng méng	張濛
zhāng mì	張泌
zhāng pín	張蠙
zhāng qǐ	張綺
zhāng qǐ	張起
zhāng qiáo	張喬
zhāng shì	張拭
zhāng shí	張時
zhāng shì	張軾
zhāng shǔ	張署
zhāng shuō	張說
zhāng suí	張隨
zhāng wèi	張謂
zhāng xī	張昔
zhāng xié	張協
zhāng xù	張旭
zhāng yǎn	張演
zhāng yù	張聿
zhāng yùn	張韞
zhāng zǎi	張宰
zhāng zǎo	張藻
zhāng zhěn	張軫
zhāng zhí	張直
zhāng zhuó	張濯
zhāng zī	張孜
zhāng zuǒ	張佐
zhào áng	趙昂
zhào bì	趙必
zhāo cháo	招潮
zhào duó	趙鐸
zhào fáng	趙防
zhào gǔ	趙嘏
zhào huá	趙驊
zhào jìng	照鏡
zhāo kè	招客
zhào qǐ	趙企
zhào xī	趙希
zhào xià	詔下
zhào xiāng	趙湘
zhào yī	趙壹
zhào yǔ	趙與
zhé jū	謫居
zhēn hòu	甄后
zhēn niáng	珍娘
zhèn xī	鎮西
zhèng áo	鄭遨
zhèng bì	鄭璧
zhèng cháng	鄭常
zhèng cháo	鄭巢
zhèng è	鄭愕
zhèng fǎng	鄭昉
zhèng fēng	鄭風
zhèng fù	鄭馥
zhèng gǔ	鄭谷
zhèng guǐ	鄭軌
zhèng hào	鄭顥
zhèng hé	鄭合
zhèng hù	鄭昈
zhèng jù	鄭據
zhèng qǐ	鄭啓
zhèng qǐ	鄭綮
zhèng shào	鄭紹
zhèng shěn	鄭審
zhèng shǐ	鄭史
zhèng shì	鄭適
zhèng shù	鄭庶
zhèng sǔn	鄭損
zhèng tǐng	鄭頲
zhèng wén	鄭聞
zhèng xiè	鄭獬
zhèng yán	鄭嚴
zhèng yīn	鄭愔
zhèng yīn	鄭絪
zhèng yú	鄭俞
zhèng yú	鄭愚
zhēng zhāo	徵招
zhèng zhǔn	鄭準
zhì dìng	志定
zhì hù	陟岵
zhì liàng	智亮
zhì rén	至人
zhí tái	直臺
zhī xuán	知玄
zhī yè	知業
zhòng bìng	仲並
zhōng fēng	終風
zhòng gǎn	重感
zhōng lù	鍾輅
zhōng mó	鍾謨
zhōng qiàn	鍾蒨
zhōng yǐn	中隱
zhǒng zhú	種竹
zhōu chè	周徹
zhōu chí	周墀
zhōu cún	周存
zhōu pǔ	周樸
zhòu qǐn	晝寢
zhōu shēn	周申
zhōu tán	周曇
zhōu wèi	周渭
zhòu wò	晝臥
zhōu xiáng	周庠
zhōu yáo	周繇
zhōu zhū	周銖
zhōu zuò	周祚
zhū bāo	朱褒
zhú chuāng	竹窗
zhū cún	朱存
zhú diàn	竹簟
zhū fàng	朱放
zhū huàn	朱渙
zhū huì	朱晦
zhū jiàng	朱絳
zhū jūn	朱均
zhū kuí	朱逵
zhū lín	株林
zhū mù	朱穆
zhù mù	祝穆
zhū sù	朱宿
zhū sūn	朱孫
zhū xiū	朱休
zhū yōng	朱雍
zhú zhī	竹枝
zhū zhòu	朱晝
zhuàn shā	賺煞
zhuī liáng	追涼
zì jiě	自解
zì kě	自可
zǐ lán	子蘭
zǐ téng	紫藤
zì xǐ	自喜
zǐ yè	子夜
zī yī	緇衣
zì yǒng	自詠
zōu yú	騶虞
zú jí	足疾
zǔ kě	祖可
zǔ yǒng	祖詠
zuì hòu	醉後
zuì xíng	醉行
zuì yín	醉吟
zuò kè	座客
zuǒ yǎn	左偃
zuǒ yù	左譽
ā nà qū	阿那曲
ài dān yá	愛丹崖
ǎi nǎi qǔ	欸乃曲
ài shén xiān	愛神仙
āi wáng sūn	哀王孫
ài wù yù	愛惡欲
ān hóng jiàn	安鴻漸
àn shàng shā	岸上沙
ān shǒu fàn	安守範
àn xiāng sī	暗相思
ān yáng hǎo	安陽好
bā āi shī	八哀詩
bā bǎi zǎi	八百載
bā bǎo zhuāng	八寶妝
bā jiāo yǔ	芭蕉雨
bā pāi mán	八拍蠻
bā yīn xié	八音諧
bā yú cí	巴渝辭
bā zhèn tú	八陣圖
bǎi chǐ lóu	百尺樓
bǎi ér qiān	百而千
bái gē zi	白鴿子
bái hè zǐ	白鶴子
bái jūn ruì	白君瑞
bǎi láo guān	百牢關
bǎi mèi niáng	百媚娘
bái mǐn zhōng	白敏中
bái rì nuǎn	白日暖
bái tuán shàn	白團扇
bài xīn yuè	拜新月
bài xīng yuè	拜星月
bái xuě cí	白雪詞
bǎi yí jiāo	百宜嬌
bǎi zhàng shān	百丈山
bǎi zì yáo	百字謠
bǎi zì zì	百字字
bàn yún lái	伴雲來
bān zhú zhī	斑竹枝
bào jūn huī	鮑君徽
bào lǎo cuī	鮑老催
bào lìng huī	鮑令暉
bèi guī hóng	背歸鴻
bēi lái hū	悲來乎
běi qīng luó	北青蘿
běi yáng liǔ	北楊柳
běi yuán wèi	北元魏
bēi zāi xíng	悲哉行
bēi zhōng lè	悲中樂
běn hū shù	本乎數
bēn téng jí	奔騰急
bǐ bú jiào	彼不教
bì chuāng mèng	碧窗夢
bǐ jì chéng	彼既成
bǐ jì lǎo	彼既老
bǐ jì shì	彼既仕
bì mǔ dān	碧牡丹
bǐ mù yú	比目魚
bǐ nǚ zǐ	彼女子
bǐ suī yòu	彼雖幼
bǐ wú shū	彼無書
bǐ yǐng wù	彼穎悟
bì yǒu chū	必有初
bì yù xiāo	碧玉簫
bì yún shēn	碧雲深
biān chéng lù	邊城路
biāo guó yuè	驃國樂
biāo yǒu méi	摽有梅
bié shàn è	別善惡
bié shí duō	別時多
bié xiān zǐ	別仙子
bié xú zhōu	別徐州
bìn biān huá	鬢邊華
bìn yún sōng	鬢雲松
bīng chē xíng	兵車行
bǐng jūn zǐ	稟君子
bīng shān dī	冰山滴
bō bú duàn	撥不斷
bó mìng nǚ	薄命女
bo yù láng	卜玉郎
bù bù jiāo	步步嬌
bù chán gōng	步蟾宮
bù chéng qì	不成器
bú fàn cǐ	不犯此
bù huā jiān	步花間
bú jiàn jūn	不見君
bù kāi wù	不開悟
bù kě luàn	不可亂
bú pà zuì	不怕醉
bù róng wěn	不容紊
bù rú wù	不如物
bú shì lù	不是路
bù tǐ rèn	不體認
bù wǒ guò	不我過
bù wǒ yǐ	不我以
bù wǒ yǔ	不我與
bù xiāng jiàn	不相見
bú xìn dào	不信道
bù xū cí	步虛詞
bù xū shēng	步虛聲
bù xū xīn	不虛心
bù yì sǐ	怖亦死
bú zài chuán	不再傳
bù zhī yì	不知義
cǎi fèng fēi	彩鳳飛
cǎi fú róng	採芙蓉
cǎi lián guī	採蓮歸
cǎi lián huā	採蓮花
cǎi lián nǚ	採蓮女
cǎi lián zhōu	採蓮舟
cǎi lián zǐ	採蓮子
cǎi míng zhū	採明珠
cài wén gōng	蔡文恭
cài yǔn gōng	蔡允恭
cán tǔ sī	蠶吐絲
cāng wú yáo	蒼梧謠
cǎo fū rén	草夫人
cǎo rú yīn	草如茵
cáo wén jī	曹文姬
cén fū zǐ	岑夫子
céng jì fǒu	曾記否
céng kāi guó	曾開國
céng yǔn yuán	曾允元
chá píng ér	茶瓶兒
cháng ān nǚ	長安女
cháng gàn xíng	長干行
cháng mìng nǚ	長命女
cháng qiáo yuè	長橋月
cháng shēng lè	長生樂
cháng shòu lè	長壽樂
cháng tíng yuàn	長亭怨
cháo chōng zhī	晁沖之
cháo duān lǐ	晁端禮
cháo gōng wǔ	晁公武
cháo tiān lè	朝天樂
cháo yú sī	朝於斯
cháo zhōng cuò	朝中措
chē chí chí	車遲遲
chē lín lín	車轔轔
chén chāng yán	陳昌言
chén chéng zhī	陳成之
chén dé wǔ	陳德武
chén dōng fǔ	陳東甫
chén fèng yí	陳鳳儀
chén jì qīng	陳季卿
chén jiā yán	陳嘉言
chén kāng bó	陳康伯
chén qù jí	陳去疾
chén rì zhāng	陳日章
chén shī dào	陳師道
chén shū dá	陳叔達
chén wéi sōng	陳維崧
chén xī liè	陳希烈
chén xí shàn	陳襲善
chén yàn bó	陳彥博
chén yǔ xīng	陳與興
chén yuán chū	陳元初
chén yuán guāng	陳元光
chén yuán yù	陳元裕
chén zé zhōng	臣則忠
chén zhī xián	陳之賢
chén zǐ liáng	陳子良
chén zǔ ān	陳祖安
chéng cháng wén	程長文
chéng chéng mǎ	乘乘馬
chéng dà chāng	程大昌
chěng gān gē	逞干戈
chéng gōng xǔ	程公許
chēng sān wáng	稱三王
chēng shèng shì	稱盛世
chéng tóu yuè	城頭月
chēng wǔ dài	稱五代
chéng yàn xióng	成彥雄
chéng zhèng tóng	程正同
chì bì cí	赤壁詞
chì zǎo zi	赤棗子
chóng bǐ yì	重比翼
chóng dié jīn	重疊金
chóu bǐ yì	籌筆驛
chóu fēng yuè	愁風月
chóu kōng shān	愁空山
chǒu nú er	醜奴兒
chóu yǐ lán	愁倚闌
chū bā yuè	初八月
chù bō tāo	觸波濤
chǔ cháo yáng	褚朝陽
chǔ cí tǐ	楚詞體
chǔ guāng xī	儲光羲
chǔ hàn zhēng	楚漢爭
chǔ jiāng dōng	楚江東
chū mén xíng	出門行
chǔ shēng qí	杵聲齊
chǔ sì zōng	儲嗣宗
chú suí luàn	除隋亂
chǔ tiān yáo	楚天謠
chǔ yún shēn	楚雲深
chuān bō zhào	川撥棹
chuán èr shì	傳二世
chuàng guó jī	創國基
chuí bì liǔ	垂碧柳
chuī dòng xiāo	吹洞簫
chuí sī diào	垂絲釣
chuí yáng liǔ	垂楊柳
chūn cǎo bì	春草碧
chūn gōng qǔ	春宮曲
chūn gōng yuàn	春宮怨
chūn guāng hǎo	春光好
chūn guī yuàn	春歸怨
chūn qiū zuò	春秋作
chūn qù yě	春去也
chūn rì xíng	春日行
chūn sè mǎn	春色滿
chūn shān lèi	春衫淚
chūn tiān hé	春天和
chūn xiāo qǔ	春宵曲
chūn xiǎo qǔ	春曉曲
chūn xīn dàng	春心蕩
chūn yīng zhuǎn	春鶯轉
cì jiàn wén	次見聞
cǐ liù chù	此六畜
cǐ liù gǔ	此六穀
cǐ shí yì	此十義
cǐ sì fāng	此四方
cǐ wǔ cháng	此五常
cǐ wǔ xíng	此五行
cǐ zhí wù	此植物
cóng lái jí	從來急
cóng tóu yuè	從頭越
cù hú lu	醋葫蘆
cuī dūn lǐ	崔敦禮
cuī guó fǔ	崔國輔
cuì huá yǐn	翠華引
cuī huái bǎo	崔懷寶
cuī lì yán	崔立言
cuī lì zhī	崔立之
cuī rì yòng	崔日用
cuī sù é	崔素娥
cuī xīn gān	摧心肝
cuī xìn míng	崔信明
cuī xīng zōng	崔興宗
cuī xuán liàng	崔玄亮
cuì yǔ yín	翠羽吟
cuī yǔ zhī	崔與之
cuī yuán wài	崔員外
cuī zǐ yún	崔紫雲
cuī zōng zhī	崔宗之
cūn shè wài	村舍外
cún zhì tǐ	存治體
cuō qí yào	撮其要
dà bǎi dì	大柏地
dà dī qǔ	大堤曲
dà dī shàng	大堤上
dà jiāng xī	大江西
dà shèng lè	大聖樂
dà xián cháng	大弦長
dà xiǎo dài	大小戴
dà yuē shì	大曰逝
dài mǎ xíng	帶馬行
dài shān yǐn	戴山隱
dài shū lún	戴叔倫
dài zhì suí	迨至隋
dān fèng yín	丹鳳吟
dān qīng yǐn	丹青引
dān qiū shēng	丹丘生
dàn xiāng sī	但相思
dān yáng hú	丹陽湖
dāng fěng yǒng	當諷詠
dāng jiǎng qiú	當講求
dāng xiào zhī	當效之
dāng zì jǐng	當自警
dào bì fēng	倒碧峰
dǎo chuí liǔ	倒垂柳
dāo dao lìng	叨叨令
dào ér jīn	到而今
dǎo liàn zi	搗練子
dào liáng shū	稻粱菽
dào sháo shān	到韶山
dào tóng guān	到潼關
dé shèng lìng	得勝令
dēng gāo qiū	登高丘
dì chūn tái	帝春台
dī dī jīn	滴滴金
dì fǎ tiān	地法天
dí kě cuī	敵可摧
dì yī huā	第一花
dì zé gōng	弟則恭
diān chí shuǐ	滇池水
diǎn diǎn shì	點點是
diǎn jiàng chún	點降脣
diàn qián huān	殿前歡
diǎn yīng tao	點櫻桃
diào yán líng	弔嚴陵
dìng fēng liú	定風流
dīng jū huì	丁居晦
dìng xī fān	定西番
dīng xiān zhī	丁仙芝
dīng xiāng jié	丁香結
dǒng dé yuán	董德元
dōng fāng bái	東方白
dōng fāng qiú	東方虯
dōng fēng hán	東風寒
dǒng fū zǐ	董夫子
dōng hú yuè	東湖月
dǒng sī gōng	董思恭
dōng tái qù	東臺去
dōng wǔ yín	東武吟
dǒng wǔ zǐ	董武子
dōng xi dào	東西道
dòng xiān cí	洞仙詞
dōng yáng gē	東陽歌
dōng yuán lè	東原樂
dōng zhī yè	冬之夜
dòng zhōng xiān	洞中仙
dòu ān chún	鬥鵪鶉
dòu bǎi cǎo	鬥百草
dòu bǎi huā	鬥百花
dòu chán juān	鬥嬋娟
dòu fū rén	竇夫人
dòu hóng yú	竇弘餘
dōu jīn líng	都金陵
dōu jìng jìng	都鏡淨
dòu shū xiàng	竇叔向
dòu xī jiè	竇希玠
dòu yè huáng	豆葉黃
dù ān dào	杜安道
dù ān shì	杜安世
dù liáng chén	杜良臣
dù liáo shuǐ	渡遼水
dú lǔ lùn	讀魯論
dú lù piān	獨漉篇
dù mén sì	度門寺
dù qiū niáng	杜秋娘
dù shěn yán	杜審言
dù wéi niáng	杜韋娘
dù xún hè	杜荀鶴
dù yì jiǎn	杜易簡
dú yǐ lóu	獨倚樓
dù yú huáng	杜于皇
dù yuán yǐng	杜元穎
dù zhèng lún	杜正倫
dú zhū shǐ	讀諸史
duàn chéng shì	段成式
duàn jī zhù	斷機杼
duàn wén chāng	段文昌
duì cǐ jiān	對此間
duì dà tíng	對大廷
duì jiǔ xíng	對酒行
duì qīng shān	對青山
duì yù huán	對玉環
duó jǐn biāo	奪錦標
ěr nán zǐ	爾男子
èr sè lián	二色蓮
èr shí chuán	二十傳
èr shí shí	二十時
ěr xiǎo shēng	爾小生
ěr yòu xué	爾幼學
fā bái mǎ	發白馬
fā hào chǐ	發皓齒
fàn chuán zhèng	范傳正
fán fū rén	樊夫人
fàn gū píng	犯孤平
fàn lán zhōu	泛蘭舟
fàn mèng lóng	范夢龍
fān nǚ yuàn	蕃女怨
fān xiāng lìng	翻香令
fán xùn méng	凡訓蒙
fàn yuán kǎi	范元凱
fán zōng shī	樊宗師
fàn zǔ yǔ	范祖禹
fāng dú zǐ	方讀子
fāng qī suì	方七歲
fāng qiān lǐ	方千里
fáng rú fù	房孺復
fěi bào yě	匪報也
fēi lái fēng	飛來峰
fēi míng dī	飛鳴鏑
fēi suǒ yí	非所宜
fén jù rù	汾沮洳
fēn liú shuǐ	分流水
fén lǘ zhì	焚驢誌
fēn míng zhào	分明照
fèng chí yín	鳳池吟
fēng chuī yǔ	風吹雨
fěng cì shī	諷刺詩
fēng dié lìng	風蝶令
fèng gū fēi	鳳孤飛
fēng guāng hǎo	風光好
fēng guī yún	風歸雲
fèng huáng jiān	鳳凰間
fèng huáng qǔ	鳳凰曲
fèng lái cháo	鳳來朝
fēng lè lóu	豐樂樓
fēng léi dòng	風雷動
fèng lóu chūn	鳳樓春
fèng lóu yín	鳳樓吟
fēng mǎ ér	風馬兒
fēng nián ruì	豐年瑞
fēng niàng mì	蜂釀蜜
fēng qī qī	風淒淒
fèng qī wú	鳳棲梧
fēng qiáng dòng	風檣動
fèng qiú huáng	鳳求凰
féng qù fēi	馮去非
fèng tái qǔ	鳳臺曲
fēng wéi shang	風為裳
fèng wǔ yī	縫舞衣
fèng xiān yǐn	鳳仙引
fèng xiāo yín	鳳蕭吟
fēng yè luò	楓葉落
féng yìng ruì	馮應瑞
fēng zhōng liǔ	風中柳
fǔ cháng jiàn	撫長劍
fù ér shēn	父而身
fū fù cóng	夫婦從
fū fù shùn	夫婦順
fú mǎ láng	福馬郎
fù mì zhōu	赴密州
fú ní cháng	拂霓裳
fú róng qǔ	芙蓉曲
fú róng yuè	芙蓉月
fù zhī guò	父之過
fù zì dé	傅自得
fù zǐ ēn	父子恩
fù zǐ qīn	父子親
gān cǎo zǐ	甘草子
gǎn ēn duō	感恩多
gān hé yè	乾荷葉
gān zhōu biàn	甘州遍
gān zhōu gē	甘州歌
gān zhōu lìng	甘州令
gān zhōu qǔ	甘州曲
gān zhōu zǐ	甘州子
gāo chóng wén	高崇文
gāo gōu lí	高句驪
gāo zēng zǔ	高曾祖
gāo zhèng chén	高正臣
gāo zǐ fāng	高子芳
gāo zǔ xīng	高祖興
gē bì zhōu	戈壁舟
gé lián tīng	隔簾聽
gē qiě yáo	歌且謠
gé shèng zhòng	葛勝仲
gé shì nǚ	葛氏女
gē shū gē	哥舒歌
gē wèi jìng	歌未竟
gé yā ér	葛鴉兒
gē yì qǔ	歌一曲
gē yǒu shēng	歌有聲
gōng chéng yì	公乘億
gōng děng zài	公等在
gōng sì chū	弓嗣初
gǒu bú jiào	苟不教
gǒu bù xué	苟不學
gǔ bǎi xíng	古柏行
gù cháo yáng	顧朝陽
gǔ chéng páng	古城旁
gù dào dà	故道大
gǔ dí màn	鼓笛慢
gù fēi xióng	顧非熊
gū kè lè	估客樂
gū měi jiǔ	沽美酒
gǔ qīng bēi	古傾杯
gū shān sì	孤山寺
gǔ shèng xián	古聖賢
gǔ tiáo xiào	古調笑
gū yàn ér	孤雁兒
gǔ yáng guān	古陽關
guā mò lì	瓜茉莉
guān pàn pàn	關盼盼
guǎng hán qiū	廣寒秋
guǎng hán zhī	廣寒枝
guāng wǔ xīng	光武興
guāng yīn pò	光陰迫
guāng yú qián	光於前
guāng zhào shǒu	光照手
guī cháo huān	歸朝歡
guì diàn qiū	桂殿秋
guī guó yáo	歸國謠
guī guó yáo	歸國遙
guì huá míng	桂華明
guǐ mǎo suì	癸卯歲
guī qù nán	歸去難
guī sài běi	歸塞北
guǐ sān tái	鬼三臺
guī shé jìng	龜蛇靜
guì shuāng xī	跪雙膝
guì yǐ zhuān	貴以專
guī zì yáo	歸字謠
guī zì yáo	歸自謠
gǔn xiù qiú	滾繡球
guó hào shāng	國號商
guò jiāng lóng	過江龍
guō lì zhēn	郭利貞
guō liáng jì	郭良驥
guò lóng mén	過龍門
guó nǎi gǎi	國乃改
guō shào lán	郭紹蘭
guò wēn tāng	過溫湯
guó xué shēng	國學生
guō yīng xiáng	郭應祥
guō zhèng yī	郭正一
guō zǐ zhèng	郭子正
hái jīng lè	還京樂
hǎi shàng yáo	海上謠
hǎi táng chūn	海棠春
hǎi táng huā	海棠花
hái xiāng suí	還相隨
hàn dào chāng	漢道昌
hàn gōng cí	漢宮詞
hán shí cí	寒食詞
hán sī fù	韓思復
hàn tíng qiū	撼庭秋
hán xī zài	韓熙載
hán xiān gū	韓仙姑
hàn yè jiàn	漢業建
hào èr dì	號二帝
hǎo guān yīn	好觀音
hǎo huā shí	好花時
hǎo lí xiāng	好離鄉
hào liù jīng	號六經
hǎo nǚ er	好女兒
hào sān guó	號三國
hào sān huáng	號三皇
hǎo shí guāng	好時光
hào sì shī	號四詩
hǎo zǐ zhí	郝子直
hé dú shén	河瀆神
hé guāng yuǎn	何光遠
hé huā mèi	荷花媚
hé mǎn zǐ	河滿子
hé nán píng	河難憑
hé pín yú	何頻瑜
hé rén sī	何人斯
hè shèng cháo	賀聖朝
hé shí dàn	何時旦
hé wéi rén	曷為人
hè xīn liáng	賀新涼
hé yáng shī	河陽詩
hé yún zhù	和雲翥
hé zhì zāi	曷至哉
hè zhī zhāng	賀知章
hé zhòng jǔ	何仲舉
hēi qī nǔ	黑漆弩
hèn chūn xiāo	恨春宵
hèn fēn míng	恨分明
hèn lái chí	恨來遲
héng táng lù	橫塘路
hóng chuāng jiǒng	紅窗迥
hóng chuāng tīng	紅窗聽
hōng hōng xī	薨薨兮
hóng là lèi	紅蠟淚
hóng lóu yǐn	紅樓引
hóng niáng zǐ	紅娘子
hóng sháo yào	紅芍藥
hòu shēn yuán	後身緣
hòu tíng huā	後庭花
hòu tíng yàn	後庭宴
hú chuán měi	胡傳美
hú dé fāng	胡德芳
hú dé yān	胡得焉
hú dié ér	蝴蝶兒
hú hào rán	胡浩然
hǔ kě bó	虎可搏
hú lìng néng	胡令能
hú shì jiāng	胡世將
hú sōng nián	胡松年
hú tiān xiǎo	壺天曉
hú wén qīng	胡文卿
hú wú rén	胡無人
hú xuán nǚ	胡旋女
hú yàn míng	胡雁鳴
hú yì lóng	胡翼龍
hú zhōng tiān	壺中天
huà é méi	畫娥眉
huā jiān yì	花間意
huà jǐn táng	畫錦堂
huà liáng xié	畫梁斜
huā qián yǐn	花前飲
huá qīng gōng	華清宮
huá qīng yǐn	華清引
huā shēn shēn	花深深
huā xī bì	花溪碧
huā xià zuì	花下醉
huā xiāng róng	花相容
huā xīn dòng	花心動
huá xū yǐn	華胥引
huā zì luò	花自落
huái jiù yóu	懷舊遊
huái shàng nǚ	淮上女
huàn shā xī	浣沙溪
huān zuì zhōng	歡醉中
huáng chéng zhī	黃誠之
huáng chóng gǔ	黃崇嘏
huáng fān chuò	黃幡綽
huáng fǔ céng	皇甫曾
huáng fǔ rǎn	皇甫冉
huáng fū rén	黃夫人
huáng fǔ sōng	皇甫松
huáng gōng dù	黃公度
huáng jīn lǚ	黃金縷
huáng jìng shū	黃靜淑
huáng rén jié	黃人傑
huáng rén róng	黃仁榮
huáng shí lóng	黃時龍
huáng shuǐ cūn	黃水村
huáng shùn yīng	黃舜英
huáng tíng jiān	黃庭堅
huáng yīng wǔ	黃應武
huáng zhōng lè	黃鐘樂
huáng zǐ xíng	黃子行
huí bō cí	回波詞
huí bō lè	回波樂
huí xīn yuàn	回心院
hùn jiāng lóng	混江龍
jī chū míng	雞初鳴
jí hàn zhōu	及漢周
jì hé xiāng	芰荷香
jī jiào zi	雞叫子
jí lǎo zhuāng	及老莊
jì qí shì	記其事
jǐ qiān lǐ	幾千里
jī quǎn shǐ	雞犬豕
jì shàn yán	記善言
jǐ shí huí	幾時回
jī sī chén	雞司晨
jì tiān shén	祭天神
jí xián bīn	集賢賓
jì xiāng féng	既相逢
jí xiāng sī	極相思
jì xiōng dì	寄兄弟
jì yǒu rén	寄友人
jì yuǎn rén	寄遠人
jí zhōng fú	吉中孚
jì zhū dì	寄諸弟
jiǎ chāng cháo	賈昌朝
jiā líng shuǐ	嘉陵水
jiā rén zuì	佳人醉
jiā shān hǎo	家山好
jiǎ shǎo qīng	賈少卿
jiā suī pín	家雖貧
jiǎn dāo shēng	剪刀聲
jiàn dǐ sōng	澗底松
jiàn jūn nán	見君難
jiàn lóng mén	見龍門
jiǎn mǔ dān	剪牡丹
jiàn qì jìn	劍氣近
jiàn shí shǎo	見時少
jiǎn zhāo xiá	剪朝霞
jiāng biān liǔ	江邊柳
jiāng biǎo zhuàn	江表傳
jiāng cǎi píng	江采萍
jiǎng dào dé	講道德
jiàng dōu chūn	絳都春
jiāng ér shuǐ	江兒水
jiāng méi yǐn	江梅引
jiāng nán liǔ	江南柳
jiāng nán nòng	江南弄
jiāng nǚ miào	姜女廟
jiāng rú liàn	江如練
jiāng shàng xíng	江上行
jiāng shàng xuě	江上雪
jiāng shàng yín	江上吟
jiāng shén zǐ	江神子
jiāng tè lì	姜特立
jiāng wàn lǐ	江萬里
jiāng xià xíng	江夏行
jiāng yǒu sì	江有汜
jiāng yuè lìng	江月令
jiǎng zǐ yún	蔣子雲
jiào bù yán	教不嚴
jiào chuī xiāo	教吹簫
jiāo ér shī	驕兒詩
jiào wǔ zǐ	教五子
jiāo yuán xuè	郊原血
jiào zhī dào	教之道
jiě chūn fēng	解春風
jiè duō yán	戒多言
jiè hòu wèi	戒厚味
jié nán shān	節南山
jiě pèi lìng	解佩令
jié wà zi	結襪子
jiē xī sī	揭傒斯
jiē yǒu yóu	皆有由
jiě yuān jié	解冤結
jiè zhī zāi	戒之哉
jǐn chán dào	錦纏道
jīn chāng xù	金昌緒
jīn cuò dāo	金錯刀
jīn dēng huā	金燈花
jīn dì cáng	金地藏
jīn fèng gōu	金鳳鉤
jīn fú tú	金浮圖
jīn jiāo yè	金蕉葉
jīn jú xiāng	金菊香
jīn lǚ cí	金縷詞
jīn lǚ gē	金縷歌
jīn míng chūn	金明春
jìn nián nián	盡年年
jīn pǒ luó	金叵羅
jǐn shàng huā	錦上花
jǐn táng chūn	錦堂春
jīn xiāo yuè	今宵月
jìn xué jiě	進學解
jǐn yuán chūn	錦園春
jīn zhǎn zǐ	金盞子
jǐn zhàng chūn	錦帳春
jīn zì jīng	金字經
jīng huí shǒu	驚回首
jīng jì míng	經既明
jīng qí fèn	旌旗奮
jìng sì fāng	靖四方
jìng zhōng rén	鏡中人
jīng zhōu gē	荊州歌
jīng zhōu tíng	荊州亭
jīng zǐ tōng	經子通
jiǔ bié lí	久別離
jiù fēng liú	舊風流
jiǔ huí cháng	九迴腸
jiù jiāng jūn	舊將軍
jiǔ quán zi	酒泉子
jiǔ wàn lǐ	九萬里
jiǔ xiāng dài	久相待
jū gē xíng	鞠歌行
jù hú àn	據湖岸
jú huā tiān	菊花天
jú huā xīn	菊花新
jū shàng shì	居上世
jǔ shén tóng	舉神童
jū shù yuè	居數月
jù wǎng yǐ	俱往矣
jū yì nián	居一年
juǎn chūn kōng	卷春空
juǎn sān jiǔ	卷三九
juàn xún fāng	倦尋芳
juǎn yún shān	捲雲山
juǎn zhū lián	捲珠簾
jūn bù wén	君不聞
jūn bú wù	君不悟
jūn chén yì	君臣義
jūn lái lù	君來路
jūn mǎ huáng	君馬黃
jūn mò tíng	君莫停
jūn qǐ wǔ	君起舞
jūn xū jì	君須記
jūn zé jìng	君則敬
kāi yuán lè	開元樂
kàn huā huí	看花回
kāng yǔ zhī	康與之
kǎo shí lù	考實錄
kǎo shì xì	考世系
kè dà dìng	克大定
kě de jiàn	可得見
kè zhōng xíng	客中行
kōng chéng què	空城雀
kǒng dé shào	孔德紹
kōng hóu qǔ	箜篌曲
kōng hóu yáo	箜篌謠
kǒng píng zhòng	孔平仲
kǒng shào ān	孔紹安
kǒng zhì guī	孔稚圭
kǒu ér sòng	口而誦
kǔ hán qíng	苦含情
kù xiāng sī	酷相思
kuài huó nián	快活年
kuài huó sān	快活三
kuí duō shì	魁多士
kuǐ lěi yín	傀儡吟
kūn míng chí	昆明池
là méi huā	臘梅花
là méi xiāng	臘梅香
lán guì fāng	蘭桂芳
lǎn huà méi	懶畫眉
láng shì yuán	郎士元
láo guāng cǎi	勞光彩
