shū luǎn guǎn ái	輸卵管癌
fā zuò xìng shǒu bù xuè zhǒng	發作性手部血腫
fàn bèi èr shì zōng hé zhēng	範貝二氏綜合徵
fàn dé èr shì zōng hé zhēng	範德二氏綜合徵
fàn dé wò dé zōng hé zhēng	範德沃德綜合徵
fàn fā xìng biǎn píng huáng liú	泛發性扁平黃瘤
fàn fā xìng cháng xī ròu bìng	泛發性腸息肉病
fàn fā xìng dài zhuàng pào zhěn	泛發性帶狀皰疹
fǎn fù fù tòng zōng hé zhēng	反覆腹痛綜合徵
fàn huò èr shì zōng hé zhēng	範霍二氏綜合徵
fàn lè èr shì zōng hé zhēng	範勒二氏綜合徵
fàn lì èr shì zōng hé zhēng	範利二氏綜合徵
fàn ní èr shì zōng hé zhēng	范尼二氏綜合徵
fán shàng fèn sēn shì kǒu yán	樊尚奮森氏口炎
fán shàng mó xìng yān xiá yán	樊尚膜性咽峽炎
fàn tè èr shì zōng hé zhēng	範特二氏綜合徵
fǎn yìng xìng lín bā jié yán	反應性淋巴結炎
fáng huà xīn shì zhé dié shù	房化心室摺疊術
fàng zhì tàn tiáo yǐn chǎn shù	放置探條引產術
fáng zhì xīn xuè guǎn jí bìng	防治心血管疾病
fáng zhǐ xīn xuè guǎn jí bìng	防止心血管疾病
fēi bái xuè xìng bái xuè bìng	非白血性白血病
fèi bèi èr shì zōng hé zhēng	費貝二氏綜合徵
fēi biàn yīng xìng xún má zhěn	非變應性蕁麻疹
fèi bù bìng sǔn qiē chú shù	肺部病損切除術
fēi bǔ rǔ qī rǔ xiàn yán	非哺乳期乳腺炎
fèi bù zhǒng liú qiē chú shù	肺部腫瘤切除術
fèi bù zhǒng wù qiē chú shù	肺部腫物切除術
féi cháng nèi cè pí shén jīng	腓腸內側皮神經
féi cháng shén jīng sōng jiě shù	腓腸神經松解術
féi cháng wài cè pí shén jīng	腓腸外側皮神經
féi dà xì bāo bái xuè bìng	肥大細胞白血病
féi dà xì bāo zēng shēng bìng	肥大細胞增生病
féi dà xìng biǎn táo tǐ yán	肥大性扁桃體炎
féi dà xìng gǔ guān jié bìng	肥大性骨關節病
fèi dòng mài bàn chéng xíng shù	肺動脈瓣成型術
fèi dòng mài bàn qiē kāi shù	肺動脈瓣切開術
fèi dòng mài bàn zhì huàn shù	肺動脈瓣置換術
fèi dù èr shì zhěn rè bìng	費杜二氏疹熱病
fèi fèi pào zhěn bìng dú xíng	狒狒皰疹病毒型
fēi fèi yán de jūn tuán bìng	非肺炎的軍團病
fèi fù qiú bāo zǐ jūn bìng	肺副球孢子菌病
féi gǔ bìng sǔn qiē chú shù	腓骨病損切除術
féi gǔ bù fèn qiē chú shù	腓骨部分切除術
fēi gǔ huà xìng xiān wéi liú	非骨化性纖維瘤
féi gǔ jī dài gēn jiàn shù	腓骨肌代跟腱術
féi gǔ kāi fàng xìng gǔ zhé	腓骨開放性骨折
fèi gū lì xìng xiān wéi liú	肺孤立性纖維瘤
féi gǔ qǔ gǔ zhí gǔ shù	腓骨取骨植骨術
fēi hé jié jīn lín bā liú	非何傑金淋巴瘤
fèi hé zhī qì guǎn shǒu shù	肺和支氣管手術
fēi huà nóng xìng nǎo mó yán	非化膿性腦膜炎
fèi huà xué gǎn shòu qì liú	肺化學感受器瘤
fēi huò qí jīn lín bā liú	非霍奇金淋巴瘤
fèi jì fā è xìng zhǒng liú	肺繼發惡性腫瘤
fēi jiǎ fēi yǐ xíng gān yán	非甲非乙型肝炎
fèi jiān fèi jiān zhì jí bìng	肺間肺間質疾病
fèi jiāo jiè è xìng zhǒng liú	肺交界惡性腫瘤
fèi jié hé qiú wān chū shù	肺結核球剜出術
fēi jìn rùn xìng fěn cì ái	非浸潤性粉刺癌
fēi jìn rùn xìng náng nèi ái	非浸潤性囊內癌
fèi jìng mài jī xíng yǐn liú	肺靜脈畸形引流
fèi jìng mài lián jiē yì cháng	肺靜脈連接異常
fèi jīng yù rè fàn bí zhèng	肺經鬱熱犯鼻證
fèi kāi fàng xìng huó jiǎn shù	肺開放性活檢術
fèi lán èr shì zōng hé zhēng	費蘭二氏綜合徵
fēi lǎng èr shì zōng hé zhēng	菲朗二氏綜合徵
fèi láng èr shì zōng hé zhēng	費郎二氏綜合徵
fèi lèi qiú bāo zǐ jūn bìng	肺類球孢子菌病
fēi lín jùn xìng niào dào yán	非淋菌性尿道炎
fèi mén lín bā jié gài huà	肺門淋巴結鈣化
fèi mén lín bā jié jié hé	肺門淋巴結結核
fèi mén lín bā jié zhǒng dà	肺門淋巴結腫大
fèi mí sàn gōng néng jiǎn chá	肺彌散功能檢查
fèi náng xìng xiān wéi huà bìng	肺囊性纖維化病
fèi nèi lín bā jié zhuǎn yí	肺內淋巴結轉移
fèi nèi yì wù qǔ chū shù	肺內異物取出術
fèi nèi yì wù zhāi chú shù	肺內異物摘除術
fèi pào chū xiě zōng hé zhēng	肺泡出血綜合徵
fèi pào dàn bái chén jī zhèng	肺泡蛋白沉積症
fèi pào dàn bái chén zhuó zhèng	肺泡蛋白沉着症
fèi pào fēng wō zōng hé zhēng	肺泡蜂窩綜合徵
fēi qì zhì xìng shī mián zhèng	非器質性失眠症
fēi qì zhì xìng shì shuì zhèng	非器質性嗜睡症
fēi qì zhì xìng yí fèn zhèng	非器質性遺糞症
fèi shàng yè è xìng zhǒng liú	肺上葉惡性腫瘤
fèi shí guǎn páng lín bā jié	肺食管旁淋巴結
fēi sī chóng xìng xiàng pí bìng	非絲蟲性象皮病
fēi tè yì xìng chuí tǐ liú	非特異性垂體瘤
fēi tè yì xìng gāo wán yán	非特異性睾丸炎
fēi tè yì xìng nián mó yán	非特異性黏膜炎
fēi tè yì xìng niào dào yán	非特異性尿道炎
fēi tè yì xìng páng guāng yán	非特異性膀胱炎
fēi tè yì xìng xīn bāo yán	非特異性心包炎
fēi tè yì xìng yīn dào yán	非特異性陰道炎
fēi tè yì xìng zi gōng bìng	非特異性子宮病
fèi tōng qì gōng néng jiǎn chá	肺通氣功能檢查
fēi xì jūn xìng páng guāng yán	非細菌性膀胱炎
fèi xià yè è xìng zhǒng liú	肺下葉惡性腫瘤
fēi xīn yuán xìng fèi shuǐ zhǒng	非心源性肺水腫
fèi xíng bāo zǐ sī jūn bìng	肺型孢子絲菌病
fēi xìng bìng xìng niào dào yán	非性病性尿道炎
fèi yán liàn qiú jūn fèi yán	肺炎鏈球菌肺炎
fèi yán páng xiōng qiāng jī yè	肺炎旁胸腔積液
fèi yán qiú jūn nǎo mó yán	肺炎球菌腦膜炎
fèi yán qiú jūn xìng fèi yán	肺炎球菌性肺炎
fèi yán qiú jūn xìng jí bìng	肺炎球菌性疾病
fèi yán yī yuán tǐ fèi yán	肺炎衣原體肺炎
fèi yán zhī yuán tǐ fèi yán	肺炎支原體肺炎
fèi yè bù fèn qiē chú shù	肺葉部分切除術
fèi yī èr shì zōng hé zhēng	費伊二氏綜合徵
fèi yuán fā xìng lín bā liú	肺原發性淋巴瘤
fèi zàng xiōng mó bāo chú shù	肺臟胸膜剝除術
fēi zhèng cháng jīng tǐ shǒu shù	非正常晶體手術
fèi zhōng yè è xìng zhǒng liú	肺中葉惡性腫瘤
fēi zhōu mù shǔ huā yè bìng	非洲木薯花葉病
fēi zhōu rén lèi zhuī chóng bìng	非洲人類錐蟲病
féi zǒng shén jīng sōng jiě shù	腓總神經松解術
féi zǒng shén jīng tàn chá shù	腓總神經探查術
féi zǒng shén jīng wěn hé shù	腓總神經吻合術
féi zǒng shén jīng yí zhí shù	腓總神經移植術
fèi zǔ zhī bāo jiāng jūn bìng	肺組織胞漿菌病
fēn huà xíng jiǎ zhuàng xiàn ái	分化型甲狀腺癌
fēn kǎi èr shì zōng hé zhēng	芬凱二氏綜合徵
fēn lí xìng gǔ ruǎn gǔ yán	分離性骨軟骨炎
fēn mì bù dāng zōng hé zhēng	分泌不當綜合徵
fēn miǎn bàn qí dài xiě zhǒng	分娩伴臍帶血腫
fēn miǎn qī zhōng bài xuè zhèng	分娩期中敗血症
fēn qī ěr kuò chéng xíng shù	分期耳廓成形術
fēn zǐ shén jīng shēng wù xué	分子神經生物學
fēng huǒ rè dú chì shèng zhèng	風火熱毒熾盛證
fēng huǒ shàng rǎo qīng qiào zhèng	風火上擾清竅證
féng le xìng fēng shī diē dǎ	馮了性風濕跌打
féng léi kè lín háo sēn bìng	馮雷克林豪森病
fēng qún bēng kuì shī tiáo bìng	蜂群崩潰失調病
fēng rè shī dú yōng shèng zhèng	風熱濕毒壅盛證
fēng rè shī xié jìn zì zhèng	風熱濕邪浸漬證
fēng rè xié dú wài qīn zhèng	風熱邪毒外侵證
fēng shī hán xìng guān jié tòng	風濕寒性關節痛
fēng shī miǎn yì kē zhǔ rèn	風濕免疫科主任
fēng shī miǎn yì xìng jí bìng	風濕免疫性疾病
fēng shī rè xié gōng mù zhèng	風濕熱邪攻目證
fēng shī xìng huán zhuàng hóng bān	風濕性環狀紅斑
fēng shī xìng shén jīng gēn yán	風濕性神經根炎
fēng shī xìng xīn zàng féi dà	風濕性心臟肥大
féng wéi lè bù lán shì bìng	馮維勒布蘭氏病
fèng xiàn shù hòu ròu yá zhǒng	縫線術後肉芽腫
fēng xié rè dú fàn ěr zhèng	風邪熱毒犯耳證
fú ā èr shì zōng hé zhēng	福阿二氏綜合徵
fú āi èr shì zōng hé zhēng	弗埃二氏綜合徵
fú ài èr shì zōng hé zhēng	弗艾二氏綜合徵
fú āi èr shì zōng hé zhēng	福埃二氏綜合徵
fù ào èr shì zōng hé zhēng	富奧二氏綜合徵
fú ào èr shì zōng hé zhēng	福奧二氏綜合徵
fù bái xiàn shàn xiū bǔ shù	腹白線疝修補術
fù bì bā hén qiē chú shù	腹壁疤痕切除術
fù bì bāo kuài qiē chú shù	腹壁包塊切除術
fù bì bìng sǔn qiē chú shù	腹壁病損切除術
fù bì dòu dào kuò chuàng shù	腹壁竇道擴創術
fù bì dòu dào qiē chú shù	腹壁竇道切除術
fù bì dòu dào yǐn liú shù	腹壁竇道引流術
fù bì dòu dào zào yǐng shù	腹壁竇道造影術
fù bí dòu è xìng zhǒng liú	副鼻竇惡性腫瘤
fù bí dòu liáng xìng zhǒng liú	副鼻竇良性腫瘤
fù bí dòu tòu zhào jiǎn chá	副鼻竇透照檢查
fù bì èr qī féng hé shù	腹壁二期縫合術
fù bì fèng xiàn chāi chú shù	腹壁縫線拆除術
fù bì gǎn rǎn xìng dòu dào	腹壁感染性竇道
fù bì jié hé sāo kuò shù	腹壁結核搔括術
fù bì liè kāi féng hé shù	腹壁裂開縫合術
fù bì liè shāng féng hé shù	腹壁裂傷縫合術
fù bì nóng zhǒng qiē chú shù	腹壁膿腫切除術
fù bì qiē kǒu féng hé shù	腹壁切口縫合術
fù bì quē sǔn xiū fù shù	腹壁缺損修復術
fù bì ruǎn zǔ zhī gǎn rǎn	腹壁軟組織感染
fù bì shāng kǒu kuò chuàng shù	腹壁傷口擴創術
fù bì wéi qún zhuàng sōng chuí	腹壁圍裙狀松垂
fù bì zhī fáng chōu xī shù	腹壁脂肪抽吸術
fù bì zhǒng liú qiē chú shù	腹壁腫瘤切除術
fù bù bān hén qiē chú shù	腹部瘢痕切除術
fù bù bì hé xìng sǔn shāng	腹部閉合性損傷
fù bù bìng hài qiē chú shù	腹部病害切除術
fù bù duō zàng qì yí zhí	腹部多臟器移植
fù bù jié hé xìng dòu dào	腹部結核性竇道
fù bù kāi fàng xìng shāng kǒu	腹部開放性傷口
fù bù mái cáng pí bàn shù	腹部埋藏皮瓣術
fù bù pí guǎn chéng xíng shù	腹部皮管成型術
fù bù qiē kǒu bìng fā zhèng	腹部切口並發症
fù bù rèn dài xiān wéi liú	腹部韌帶纖維瘤
fù bù shāng kǒu kuò chuàng shù	腹部傷口擴創術
fù bù yóu lí zhí pí shù	腹部游離植皮術
fù bù zhǎng zú dǐ zhòu zhě	腹部掌足底皺褶
fù bù zhǒng liú qiē chú shù	腹部腫瘤切除術
fú cí èr shì zōng hé zhēng	弗茨二氏綜合徵
fù dài lán wěi qiē chú shù	附帶闌尾切除術
fú duō èr shì zōng hé zhēng	弗多二氏綜合徵
fù fā xìng dān chún pào zhěn	復發性單純皰疹
fù fā xìng duō ruǎn gǔ yán	復發性多軟骨炎
fù fā xìng jiǎ zhuàng xiàn ái	復發性甲狀腺癌
fù fā xìng nǎo xuè guǎn bìng	復發性腦血管病
fù fā xìng pú táo mó yán	復發性葡萄膜炎
fú fú dài sī èr shì bìng	福福代斯二氏病
fú gài dùn èr shì shǒu shù	弗蓋頓二氏手術
fù gāo bìng sǔn qiē chú shù	附睾病損切除術
fù gāo bù fèn qiē chú shù	附睾部分切除術
fù gāo jīng zǐ ròu yá zhǒng	附睾精子肉芽腫
fù gāo náng zhǒng qiē chú shù	附睾囊腫切除術
fù gāo zhǒng liú qiē chú shù	附睾腫瘤切除術
fú gé sēn shàn xiū bǔ shù	弗格森疝修補術
fù gǔ gōu è xìng zhǒng liú	腹股溝惡性腫瘤
fù gǔ gōu huán xiū bǔ shù	腹股溝環修補術
fù gǔ gōu lín bā jié hé	腹股溝淋巴結核
fù gǔ gōu lín bā jié yán	腹股溝淋巴結炎
fù gǔ gōu qiǎn lín bā jié	腹股溝淺淋巴結
fù gǔ gōu qū tàn chá shù	腹股溝區探查術
fù gǔ gōu shàn xiū bǔ shù	腹股溝疝修補術
fù gǔ gōu shēn lín bā jié	腹股溝深淋巴結
fū gǔ xiǎo guǎn zōng hé zhēng	跗骨小管綜合徵
fú háo èr shì zōng hé zhēng	弗豪二氏綜合徵
fù hé zǔ zhī yí zhí shù	複合組織移植術
fú huá èr shì zōng hé zhēng	弗華二氏綜合徵
fú jī èr shì zōng hé zhēng	弗基二氏綜合徵
fù jī quē fá zōng hé zhēng	腹肌缺乏綜合徵
fù jiàn náng zhǒng qiē chú shù	附件囊腫切除術
fù jiàn zhān lián sōng jiě shù	附件粘連松解術
fù jiāo gǎn shén jīng má bì	副交感神經麻痹
fù jiāo gǎn shén jīng xì tǒng	副交感神經系統
fū jiāo mǐn gǎn xìng cháng bìng	麩膠敏感性腸病
fù kē chāo shēng bō jiǎn chá	婦科超聲波檢查
fú kè èr shì zōng hé zhēng	弗克二氏綜合徵
fù kē fāng miàn de jí bìng	婦科方面的疾病
fù kē nèi fēn mì jí bìng	婦科內分泌疾病
fú kè sī fú dài sī bìng	福克斯福代斯病
fú kè sī fú èr shì bìng	福克斯福二氏病
fù kè sī shì zōng hé zhēng	富克斯氏綜合徵
fú kěn èr shì zōng hé zhēng	弗肯二氏綜合徵
fú kěn èr shì zōng hé zhēng	福肯二氏綜合徵
fú lā tuō xī ěr dé bìng	弗拉托希爾德病
fù lài èr shì zōng hé zhēng	富賴二氏綜合徵
fú mǐ èr shì qiē duàn shù	弗米二氏切斷術
fú mí èr shì zōng hé zhēng	弗彌二氏綜合徵
fù miàn shén jīng wěn hé shù	副面神經吻合術
fù mó bìng sǔn qiē chú shù	腹膜病損切除術
fù mó è xìng jiān pí liú	腹膜惡性間皮瘤
fù mó èr qī féng hé shù	腹膜二期縫合術
fù mó hòu chōng qì zào yǐng	腹膜後充氣造影
fù mó hòu è xìng zhǒng liú	腹膜後惡性腫瘤
fù mó hòu liáng xìng zhǒng liú	腹膜後良性腫瘤
fù mó hòu lín bā guǎn liú	腹膜後淋巴管瘤
fù mó hòu lín bā náng zhǒng	腹膜後淋巴囊腫
fù mó hòu lòu guǎn zào yǐng	腹膜後瘻管造影
fù mó hòu zhù qì zào yǐng	腹膜後注氣造影
fù mó jiān pí xì bāo liú	腹膜間皮細胞瘤
fù mó liáng xìng jiān pí liú	腹膜良性間皮瘤
fù mó nèi páng guāng pò liè	腹膜內膀胱破裂
fù mó qiāng è xìng zhǒng liú	腹膜腔惡性腫瘤
fù mó tòu xī fù mó yán	腹膜透析腹膜炎
fù mó tòu xī zhì guǎn shù	腹膜透析置管術
fù mó wài páng guāng pò liè	腹膜外膀胱破裂
fù mó wài pōu gōng chǎn shù	腹膜外剖宮產術
fù mó zhān lián sōng jiě shù	腹膜粘連松解術
fù mó zhǒng liú qiē chú shù	腹膜腫瘤切除術
fù nèi gāo wán tàn chá shù	腹內睾丸探查術
fú pí èr shì zōng hé zhēng	弗皮二氏綜合徵
fú pǔ èr shì zōng hé zhēng	弗普二氏綜合徵
fù qiāng bāo chóng zhāi chú shù	腹腔包蟲摘除術
fù qiāng bìng sǔn qiē chú shù	腹腔病損切除術
fù qiāng dòng mài dòng mài liú	腹腔動脈動脈瘤
fù qiāng dòng mài qiē kāi shù	腹腔動脈切開術
fù qiāng dòng mài zào yǐng shù	腹腔動脈造影術
fù qiāng dòu dào kuò chuàng shù	腹腔竇道擴創術
fù qiāng è xìng lín bā liú	腹腔惡性淋巴瘤
fù qiāng jìng pí qiē chú shù	腹腔鏡脾切除術
fù qiāng jìng shù hòu dǎn lòu	腹腔鏡術後膽瘻
fù qiāng jìng wèi chéng xíng shù	腹腔鏡胃成形術
fù qiāng jìng xià qǔ luǎn shù	腹腔鏡下取卵術
fù qiāng lín bā jié zhǒng dà	腹腔淋巴結腫大
fù qiāng nóng zhǒng yǐn liú shù	腹腔膿腫引流術
fù qiāng rèn shēn qīng chú shù	腹腔妊娠清除術
fù qiāng rèn shēn qǔ tāi shù	腹腔妊娠取胎術
fù qiāng shén jīng sōng jiě shù	腹腔神經松解術
fù qiāng yì wù qǔ chū shù	腹腔異物取出術
fù qiāng zhān lián sōng jiě shù	腹腔粘連松解術
fù qiāng zhǒng liú qiē chú shù	腹腔腫瘤切除術
fù róng xuè gū jūn cháng yán	副溶血孤菌腸炎
fù rǔ xiàn è xìng zhǒng liú	副乳腺惡性腫瘤
fú sāi èr shì zōng hé zhēng	弗塞二氏綜合徵
fú sè jí ěr shén jīng tòng	福瑟吉爾神經痛
fú tí èr shì zōng hé zhēng	弗提二氏綜合徵
fù wài xié jī tì dài shù	腹外斜肌替代術
fú wéi ěr shì zōng hé zhēng	福維耳氏綜合徵
fú xī èr shì zōng hé zhēng	弗希二氏綜合徵
fú xiè èr shì zōng hé zhēng	弗謝二氏綜合徵
fú yǎ èr shì zōng hé zhēng	弗雅二氏綜合徵
fú yī kè sī zōng hé zhēng	福伊克斯綜合徵
fū zhí guān jié gù dìng shù	跗蹠關節固定術
fù zhǒng liú xìng tiān pào chuāng	副腫瘤性天皰瘡
fù zhōng shèn guǎn zōng hé zhēng	副中腎管綜合徵
fù zhǔ dòng mài chéng xíng shù	腹主動脈成形術
fù zhǔ dòng mài dòng mài liú	腹主動脈動脈瘤
fù zhǔ dòng mài qiē kāi shù	腹主動脈切開術
fù zhǔ dòng mài zào yǐng shù	腹主動脈造影術
fù zhǔ shèn dòng mài zào yǐng	腹主腎動脈造影
fù zhū shì xuè gǎn jūn bìng	副豬嗜血桿菌病
gài ā èr shì féng hé shù	蓋阿二氏縫合術
gài sī èr shì zōng hé zhēng	蓋斯二氏綜合徵
gān bāo náng chóng qiē chú shù	肝包囊蟲切除術
gān dǎn guǎn liáng xìng zhǒng liú	肝膽管良性腫瘤
gān dǎn shī rè fàn ěr zhèng	肝膽濕熱犯耳證
gān dǎn shī rè shàng zhēng zhèng	肝膽濕熱上蒸證
gān dǎn yí tóng wèi jiǎn chá	肝膽胰同位檢查
gān fèi ā mǐ bā nóng zhǒng	肝肺阿米巴膿腫
gān guǎn gěng zǔ zōng hé zhēng	肝管梗阻綜合徵
gān guǎn kōng cháng wěn hé shù	肝管空腸吻合術
gān guǎn qiē kāi qǔ shí shù	肝管切開取石術
gān guǎn qiē kāi yǐn liú shù	肝管切開引流術
gān guǎn zhì guǎn yǐn liú shù	肝管置管引流術
gǎn guāng shén jīng jié xì bāo	感光神經節細胞
gān hǎi mián zhuàng xuè guǎn liú	肝海綿狀血管瘤
gān huài sǐ zhòng zhèng gān yán	肝壞死重症肝炎
gān hūn mí gān xìng nǎo bìng	肝昏迷肝性腦病
gān huǒ shàng rǎo qīng qiào zhèng	肝火上擾清竅證
gān huǒ shī rè shàng gōng zhèng	肝火濕熱上攻證
gān jì fā è xìng zhǒng liú	肝繼發惡性腫瘤
gān jiǎ zhuàng xiàn zōng hé zhēng	肝甲狀腺綜合徵
gān jìng mài bì sè xìng bìng	肝靜脈閉塞性病
gān jù shì xì bāo ròu liú	肝巨噬細胞肉瘤
gǎn jué shén jīng shàng pí liú	感覺神經上皮瘤
gǎn jué shén jīng xì bāo liú	感覺神經細胞瘤
gǎn jué shén jīng xìng ěr lóng	感覺神經性耳聾
gǎn jué tǒng hé shī tiáo zhèng	感覺統合失調症
gǎn jué xìng duō shén jīng bìng	感覺性多神經病
gǎn jūn xìng xuè guǎn liú bìng	桿菌性血管瘤病
gān lù táng gān zhù jī zhèng	甘露糖苷貯積症
gān mén jìng mài yòu hòu zhī	肝門靜脈右後支
gān mén jìng mài yòu qián zhī	肝門靜脈右前支
gān nèi bìng zào qīng chú shù	肝內病灶清除術
gān nèi dǎn guǎn jié shí bìng	肝內膽管結石病
gān nèi xìng dǎn zǒng guǎn yán	肝內性膽總管炎
