shū luǎn guǎn ái	输卵管癌
zhù yì lì quē shī zhèng	注意力缺失症
zhū yuán huán bìng dú bìng	猪圆环病毒病
zhǔ zhī qì guǎn duàn liè	主支气管断裂
zhuǎn biàn xìng zōng hé zhēng	转变性综合征
zhuǎn yí xìng dǎo guǎn ái	转移性导管癌
zhuǎn yí xìng xiōng xiàn liú	转移性胸腺瘤
zhuǎn yí xìng yǎn nèi yán	转移性眼内炎
zhuàn zǐ nián yè náng yán	转子黏液囊炎
zhuī jiān pán qiē chú shù	椎间盘切除术
zhuī jiān pán tàn chá shù	椎间盘探查术
zhuī jiān pán tū chū zhèng	椎间盘突出症
zhuī tǐ gǔ ruǎn gǔ yán	椎体骨软骨炎
zhuī tǐ wài xì jí bìng	锥体外系疾病
zhuó sè xìng gān pí bìng	着色性干皮病
zhuó sè xìng xún má zhěn	着色性荨麻疹
zhuó sè yá shēng jūn bìng	着色牙生菌病
zhuó sè yá shēng jūn bìng	着色芽生菌病
zì fā xìng duàn zhǐ bìng	自发性断趾病
zǐ gōng jī céng náng zhǒng	子宫肌层囊肿
zǐ gōng jǐng bái bān bìng	子宫颈白斑病
zǐ gōng jǐng huán zhā shù	子宫颈环扎术
zǐ gōng jǐng huó jiǎn shù	子宫颈活检术
zǐ gōng jǐng jié chú shù	子宫颈截除术
zǐ gōng jǐng kuò zhāng shù	子宫颈扩张术
zǐ gōng jǐng nèi mó yán	子宫颈内膜炎
zǐ gōng jǐng páng guāng lòu	子宫颈膀胱瘘
zǐ gōng jǐng qiē chú shù	子宫颈切除术
zǐ gōng jǐng xiàn náng zhǒng	子宫颈腺囊肿
zǐ gōng jǐng xiū bǔ shù	子宫颈修补术
zǐ gōng jǐng xuán diào shù	子宫颈悬吊术
zǐ gōng jǐng yuán wèi ái	子宫颈原位癌
zǐ gōng nèi dī yǎng zhèng	子宫内低氧症
zǐ gōng páng lín bā jié	子宫旁淋巴结
zǐ gōng páng zǔ zhī yán	子宫旁组织炎
zǐ gōng quán qiē chú shù	子宫全切除术
zǐ gōng xiān wéi jī liú	子宫纤维肌瘤
zì gǔ míng xián zhì bìng	自古明贤治病
zì huǐ xìng zōng hé zhēng	自毁性综合征
zì miáo tīng lì jiǎn chá	自描听力检查
zì pí fū liáng xìng liú	眦皮肤良性瘤
zì pí fū yuán wèi ái	眦皮肤原位癌
zì rèn dài gù dìng shù	眦韧带固定术
zì rèn dài xuán diào shù	眦韧带悬吊术
zì shēn yá yí zhí shù	自身牙移植术
zì tǐ fèi yí zhí shù	自体肺移植术
zì tǐ gǔ yí zhí shù	自体骨移植术
zì tǐ miǎn yì jí bìng	自体免疫疾病
zì tǐ pí yí zhí shù	自体皮移植术
zì tǐ pí yí zhí shù	自体脾移植术
zì tǐ shèn yí zhí shù	自体肾移植术
zì tǐ yá zài zhí shù	自体牙再植术
zǐ xián xìng dú xuè zhèng	子痫性毒血症
zī yǎng xì bāo zhǒng liú	滋养细胞肿瘤
zì zhǔ shén jīng pén bù	自主神经盆部
zòng gé chōng qì zào yǐng	纵隔充气造影
zòng gé è xìng zhǒng liú	纵隔恶性肿瘤
zòng gé hòu lín bā jié	纵隔后淋巴结
zòng gé jìng jiǎn chá shù	纵隔镜检查术
zòng gé jìng tàn chá shù	纵隔镜探查术
zòng gé liáng xìng zhǒng liú	纵隔良性肿瘤
zòng gé lín bā guǎn liú	纵隔淋巴管瘤
zòng gé lín bā jié yán	纵隔淋巴结炎
zòng gé lín bā ròu liú	纵隔淋巴肉瘤
zòng gé pí yàng náng zhǒng	纵隔皮样囊肿
zòng gé qián lín bā jié	纵隔前淋巴结
zòng gé zhī qì guǎn lòu	纵隔支气管瘘
zōng hé zhēng xiū fù shù	综合征修复术
zōng shù shén jīng kē xué	综述神经科学
zòu de bí qīng liǎn zhǒng	揍得鼻青脸肿
zú bèi jìng mài sǔn shāng	足背静脉损伤
zú cán duān xiū zhěng shù	足残端修整术
zú dǐ nèi cè shén jīng	足底内侧神经
zú gǔ liáng xìng zhǒng liú	足骨良性肿瘤
zú guān jié jìng jiǎn chá	足关节镜检查
zú guān jié róng hé shù	足关节融合术
zú huái bù jié zhī shù	足踝部截肢术
zú jīn mó qiē duàn shù	足筋膜切断术
zú kāi fàng xìng wài shāng	足开放性外伤
zú pí bàn yí zhí shù	足皮瓣移植术
zú rèn dài sōng jiě shù	足韧带松解术
zǔ sè xìng fèi qì zhǒng	阻塞性肺气肿
zǔ shēng yá bá chú shù	阻生牙拔除术
zú tài yáng páng guāng jīng	足太阳膀胱经
zǔ zhī bāo jiāng jūn bìng	组织胞浆菌病
zǔ zhī bìng lǐ jiǎn chá	组织病理检查
zǔ zhī yàng má fēng liú	组织样麻风瘤
zú zhuó rè zōng hé zhēng	足灼热综合征
zuǒ cè nǎo xuè guǎn qū	左侧脑血管区
zuǒ fáng bì zhé dié shù	左房壁折叠术
zuǒ fèi è xìng zhǒng liú	左肺恶性肿瘤
zuò gǔ jié jié náng zhǒng	坐骨结节囊肿
zuò gǔ nián yè náng yán	坐骨黏液囊炎
zuò gǔ zhí cháng nóng zhǒng	坐骨直肠脓肿
zuǒ guī yóu qǔ chū shù	左硅油取出术
zuǒ jiǎ zhuàng xiàn sù nà	左甲状腺素钠
zuǒ jié cháng lín bā jié	左结肠淋巴结
zuò le biàn xìng shǒu shù	做了变性手术
zuò le kāi lú shǒu shù	做了开颅手术
zuǒ lèi jiān shàng jìng mài	左肋间上静脉
zuǒ shèn shàng xiàn jìng mài	左肾上腺静脉
zuǒ suǒ gǔ xià jìng mài	左锁骨下静脉
zuò xīn diàn tú jiǎn chá	做心电图检查
zuǒ xīn ěr fēng dǔ shù	左心耳封堵术
zuǒ xīn ěr jié zā shù	左心耳结扎术
zuǒ xuán jiǎ zhuàng xiàn sù	左旋甲状腺素
zuǒ yòu piān tóu fēng zhèng	左右偏头风证
ā bèi āi èr shì shǒu shù	阿贝埃二氏手术
ā bó sī shě èr shì bìng	阿伯斯舍二氏病
ā dài èr shì zōng hé zhēng	阿戴二氏综合征
ā dé èr shì zōng hé zhēng	阿德二氏综合征
ā dì ěr sī zōng hé zhēng	阿蒂尔斯综合征
ā ěr cí hǎi mò shì zhèng	阿尔茨海默氏症
ā fǎ èr shì zōng hé zhēng	阿法二氏综合征
ā féi èr shì zōng hé zhēng	阿肥二氏综合征
ā gài ěr luó èr shì zhēng	阿盖尔罗二氏征
ā gé èr shì zōng hé zhēng	阿格二氏综合征
ā hā dé dì zōng hé zhēng	阿哈德蒂综合征
ā hā èr shì zōng hé zhēng	阿哈二氏综合征
ā jī èr shì nǎo jī xíng	阿基二氏脑畸形
ā kè èr shì zōng hé zhēng	阿克二氏综合征
ā kè lǔ zōng èr shì bìng	阿克鲁宗二氏病
ā lā jié lǐ zōng hé zhēng	阿拉杰里综合征
ā láo èr shì zōng hé zhēng	阿劳二氏综合征
ā lì bèi ěr tè shì bìng	阿利贝尔特氏病
ā lǐ èr shì zōng hé zhēng	阿里二氏综合征
ā lù èr shì zōng hé zhēng	阿路二氏综合征
ā luó bó xùn èr shì zhēng	阿罗伯逊二氏征
ā mǎ èr shì zōng hé zhēng	阿马二氏综合征
ā mǐ bā xìng fèi nóng zhǒng	阿米巴性肺脓肿
ā mǐ bā xìng gān nóng zhǒng	阿米巴性肝脓肿
ā mǐ bā xìng guī tóu yán	阿米巴性龟头炎
ā mǐ bā xìng jié cháng yán	阿米巴性结肠炎
ā mǐ bā xìng lán wěi yán	阿米巴性阑尾炎
ā mǐ bā xìng nǎo nóng zhǒng	阿米巴性脑脓肿
ā mǐ bā xìng wài yīn yán	阿米巴性外阴炎
ā mǐ bā xìng xīn bāo yán	阿米巴性心包炎
ā pèi ěr kè èr shì bìng	阿佩尔克二氏病
ā pèi ěr shì zōng hé zhēng	阿佩尔氏综合征
ā pí èr shì zōng hé zhēng	阿皮二氏综合征
ā qià èr shì zōng hé zhēng	阿恰二氏综合征
ā shě èr shì zōng hé zhēng	阿舍二氏综合征
ā shǐ èr shì zōng hé zhēng	阿史二氏综合征
ā shū èr shì zōng hé zhēng	阿舒二氏综合征
ā sī èr shì zōng hé zhēng	阿斯二氏综合征
ā xī èr shì zōng hé zhēng	阿希二氏综合征
ā xī èr shì zōng hé zhēng	阿西二氏综合征
ā xiāo èr shì zōng hé zhēng	阿肖二氏综合征
ā xiè èr shì zōng hé zhēng	阿谢二氏综合征
ā yé sà shì zōng hé zhēng	阿耶萨氏综合征
ài bǐ èr shì zōng hé zhēng	艾比二氏综合征
āi dān èr shì zōng hé zhēng	埃丹二氏综合征
āi dāng èr shì zōng hé zhēng	埃当二氏综合征
ài dé huá zī zōng hé zhēng	爱德华兹综合征
āi fàn èr shì zōng hé zhēng	埃范二氏综合征
ài fàn èr shì zōng hé zhēng	爱范二氏综合征
ài fàn èr shì zōng hé zhēng	艾范二氏综合征
ài hǎi èr shì zōng hé zhēng	艾海二氏综合征
ài kè sī tè dé shì bìng	艾克斯特德氏病
ài lán èr shì zōng hé zhēng	爱兰二氏综合征
āi lè sī dāng zōng hé zhēng	埃勒斯当综合征
āi lú èr shì zōng hé zhēng	埃卢二氏综合征
āi luò èr shì zōng hé zhēng	埃洛二氏综合征
ài sēn màn gé zōng hé zhēng	艾森曼格综合征
ài sī bó gé zōng hé zhēng	艾斯伯格综合征
ài xí èr shì zōng hé zhēng	艾席二氏综合征
ān dé sēn fǎ bù lǐ bìng	安德森法布里病
ān dé sēn fǎ èr shì bìng	安德森法二氏病
ān fǎ bù lǐ èr shì bìng	安法布里二氏病
ān shàng qū è xìng zhǒng liú	鞍上区恶性肿瘤
ān zhuāng xīn zàng qǐ bó qì	安装心脏起搏器
ào dé èr shì zōng hé zhēng	奥德二氏综合征
ào dí èr shì zōng hé zhēng	奥迪二氏综合征
ào dí shì kuò yuē jī yán	奥狄氏括约肌炎
ào ěr bù lài zōng hé zhēng	奥尔布赖综合征
ào ěr dé shì zōng hé zhēng	奥尔德氏综合征
ào ěr pō shì zōng hé zhēng	奥尔泊氏综合征
ào fú èr shì zōng hé zhēng	奥弗二氏综合征
ào kè èr shì zōng hé zhēng	奥克二氏综合征
ào kē èr shì zōng hé zhēng	奥科二氏综合征
ào lù kè èr shì shǒu shù	奥路克二氏手术
ào shī lā tè èr shì bìng	奥施拉特二氏病
ào shǐ mì sī zōng hé zhēng	奥史密斯综合征
ào sī kē gé zōng hé zhēng	奥斯科格综合征
ào sī lè wǎ kǎi shì bìng	奥斯勒瓦凯氏病
ào tè èr shì xiū fù shù	奥特二氏修复术
bā bǐ èr shì zōng hé zhēng	巴比二氏综合征
bā bō èr shì zōng hé zhēng	巴波二氏综合征
bā dí yé fú èr shì zhēng	巴迪耶弗二氏征
bā duō lín shì xiàn náng zhǒng	巴多林氏腺囊肿
bā fú èr shì zōng hé zhēng	巴弗二氏综合征
bā gé èr shì zōng hé zhēng	巴格二氏综合征
bā jí èr shì zōng hé zhēng	巴吉二氏综合征
bā kē èr shì zōng hé zhēng	巴科二氏综合征
bā léi sī tè shí dào zhèng	巴雷斯特食道症
bā lì èr shì zōng hé zhēng	巴利二氏综合征
bā méi èr shì zōng hé zhēng	巴梅二氏综合征
bā nà èr shì zōng hé zhēng	巴纳二氏综合征
bā pà èr shì zōng hé zhēng	巴帕二氏综合征
bā pí èr shì zōng hé zhēng	巴皮二氏综合征
bā pò tǎ tú zōng hé zhēng	巴珀塔图综合征
bā pǔ èr shì zōng hé zhēng	巴普二氏综合征
bā ruì tè shì shí dào zhèng	巴瑞特氏食道症
bā shuò èr shì zōng hé zhēng	巴朔二氏综合征
bā téng mǎ yóu èr shì bìng	巴滕马尤二氏病
bā tǐ èr shì zōng hé zhēng	巴体二氏综合征
bā tuō lán pò zōng hé zhēng	巴托兰珀综合征
bā wǎ èr shì zōng hé zhēng	巴瓦二氏综合征
bā xī èr shì zōng hé zhēng	巴希二氏综合征
bā xī èr shì zōng hé zhēng	巴西二氏综合征
bā xī ní shàn xiū bǔ shù	巴西尼疝修补术
bá yá chuāng miàn sāo guā shù	拔牙创面搔刮术
bǎi chá èr shì zōng hé zhēng	柏查二氏综合征
bái dài xiǎn wēi jìng jiǎn chá	白带显微镜检查
bái hóu xìng biǎn táo tǐ yán	白喉性扁桃体炎
bái hóu xìng duō shén jīng yán	白喉性多神经炎
bái hóu xìng hóu qì guǎn yán	白喉性喉气管炎
bái hóu xìng mó xìng hóu yán	白喉性膜性喉炎
bái hóu xìng mó xìng xiá yán	白喉性膜性峡炎
bái hóu xìng xīn nèi mó yán	白喉性心内膜炎
bái huà bìng xuè xiǎo bǎn bìng	白化病血小板病
bái nèi zhàng fù míng shǒu shù	白内障复明手术
bǎi rì hāi hé bìng fèi yán	百日咳合并肺炎
bái sè máo jié jié jūn bìng	白色毛结节菌病
bái xuè bìng xìng guān jié bìng	白血病性关节病
bái zhì huī zhì xìng nǎo bìng	白质灰质性脑病
bǎn céng jiǎo mó qiē chú shù	板层角膜切除术
bǎn céng jiǎo mó yí zhí shù	板层角膜移植术
bǎn céng yǎn jiǎn chóng jiàn shù	板层眼睑重建术
bàn chuáng luò yuè qióng shēng bìng	半床落月蛩声病
bān hén gē da qiē chú shù	瘢痕疙瘩切除术
bān hén gē da xìng cuó chuāng	瘢痕疙瘩性痤疮
bān hén jī xíng jiǎo zhèng shù	瘢痕畸形矫正术
bān hén qiē chú zhí pí shù	瘢痕切除植皮术
bān hén sōng jiě zhí pí shù	瘢痕松解植皮术
bān hén xìng lèi tiān pào chuāng	瘢痕性类天疱疮
bān hén xíng yá shēng jūn bìng	瘢痕型芽生菌病
bàn jiàn jī dài gēn jiàn shù	半腱肌代跟腱术
bān kuài xíng fù yín xiè bìng	斑块型副银屑病
bān kuài zhuàng fù yín xiè bìng	斑块状副银屑病
bān zhì xìng cuò gòu liú bìng	斑痣性错构瘤病
bān zhuàng wěi suō xìng pí yán	斑状萎缩性皮炎
bāng wū èr shì zōng hé zhēng	邦乌二氏综合征
bāo chóng bìng jí qiú yòu bìng	包虫病棘球蚴病
bāo guǒ xìng xīn bāo jī yè	包裹性心包积液
bāo guǒ xìng xiōng qiāng jī yè	包裹性胸腔积液
bāo mó xià shèn qiē chú shù	包膜下肾切除术
bāo pí bèi cè qiē kāi shù	包皮背侧切开术
bāo pí biàn yīng xìng shuǐ zhǒng	包皮变应性水肿
bāo rào xìng qiào mó jī yè	包绕性鞘膜积液
bāo tuō xìng gǔ ruǎn gǔ yán	剥脱性骨软骨炎
bào yǎ èr shì shàng pí liú	鲍雅二氏上皮瘤
bèi bó kè shào sān shì bìng	贝伯克绍三氏病
bèi bó shào màn sān shì bìng	贝伯绍曼三氏病
bèi bù kāi fàng xìng shāng kǒu	背部开放性伤口
bèi bù shāng kǒu qīng chuàng shù	背部伤口清创术
bèi bù tán xìng xiān wéi liú	背部弹性纤维瘤
bèi ěr sāi mǎ kè shǒu shù	贝耳塞马克手术
bèi fú èr shì zōng hé zhēng	贝弗二氏综合征
bèi gài zī xī èr shì bìng	贝盖兹西二氏病
bèi hè qiè tè zōng hé zhēng	贝赫切特综合征
bèi hū shì de rè dài bìng	被忽视的热带病
bèi kè èr shì zōng hé zhēng	贝克二氏综合征
bèi lì kù xīn zōng hé zhēng	贝利库欣综合征
bèi luó èr shì zōng hé zhēng	贝罗二氏综合征
bèi mò tài èr shì shǒu shù	贝莫泰二氏手术
bèi ní yé bó èr shì bìng	贝尼耶伯二氏病
bèi pí fū è xìng zhǒng liú	背皮肤恶性肿瘤
bèi qiè tè shì zōng hé zhēng	贝切特氏综合征
bèi sài èr shì zōng hé zhēng	贝赛二氏综合征
bèi wēi èr shì zōng hé zhēng	贝威二氏综合征
bèi wēn èr shì zōng hé zhēng	贝温二氏综合征
běi xī tiān rán qì guǎn dào	北溪天然气管道
bēn mén qì náng kuò zhāng shù	贲门气囊扩张术
bēn mén zhǒng liú qiē chú shù	贲门肿瘤切除术
bèn zhuō ér tóng zōng hé zhēng	笨拙儿童综合征
bǐ bā èr shì zōng hé zhēng	比巴二氏综合征
bí bù bā hén qiē chú shù	鼻部疤痕切除术
bí bù qiē kāi yǐn liú shù	鼻部切开引流术
bí bù shén jīng fēng bì shù	鼻部神经封闭术
bí bù xiān wéi xìng qiū zhěn	鼻部纤维性丘疹
bí bù zhǒng wù qiē chú shù	鼻部肿物切除术
bí chū xiě dòng mài jié zā	鼻出血动脉结扎
bí chún bìng sǔn qiē chú shù	鼻唇病损切除术
bí chún gōu è xìng zhǒng liú	鼻唇沟恶性肿瘤
bí chún gōu liáng xìng zhǒng liú	鼻唇沟良性肿瘤
bì cóng shén jīng sōng jiě shù	臂丛神经松解术
bì cóng shén jīng tàn chá shù	臂丛神经探查术
bì cóng shén jīng wěn hé shù	臂丛神经吻合术
bì cóng shén jīng yí zhí shù	臂丛神经移植术
bí dà nǎo máo méi jūn bìng	鼻大脑毛霉菌病
bí dòu bìng sǔn qiē chú shù	鼻窦病损切除术
bí dòu chuān cì chōng xǐ shù	鼻窦穿刺冲洗术
bí dòu duì bǐ jì zào yǐng	鼻窦对比剂造影
bí dòu è xìng lín bā liú	鼻窦恶性淋巴瘤
bí dòu kāi fàng xìng gǔ zhé	鼻窦开放性骨折
bí dòu náng zhǒng qiē chú shù	鼻窦囊肿切除术
bí dòu qiē kāi huó jiǎn shù	鼻窦切开活检术
bí dòu yì wù qǔ chū shù	鼻窦异物取出术
bí dòu zhǒng liú qiē chú shù	鼻窦肿瘤切除术
bí è xìng hēi sè sù liú	鼻恶性黑色素瘤
bǐ gé èr shì zōng hé zhēng	比格二氏综合征
bí gǔ bì hé fù wèi shù	鼻骨闭合复位术
bí gǔ bù fèn qiē chú shù	鼻骨部分切除术
bí gǔ gǔ zhé zhěng fù shù	鼻骨骨折整复术
bí gǔ kāi fàng xìng gǔ zhé	鼻骨开放性骨折
bí gǔ qiē kāi fù wèi shù	鼻骨切开复位术
bí hòu dī liú zōng hé zhēng	鼻后滴流综合征
bí hòu kǒng liáng xìng zhǒng liú	鼻后孔良性肿瘤
bì jí xìng lín bā guǎn yán	臂急性淋巴管炎
bí jiǎ bù fèn qiē chú shù	鼻甲部分切除术
bí jiǎ jī guāng shāo zhuó shù	鼻甲激光烧灼术
bí jiǎ shè pín xiāo róng shù	鼻甲射频消融术
bí jiǎ zhān lián fēn lí shù	鼻甲粘连分离术
bí jiān zhǒng wù qiē chú shù	鼻尖肿物切除术
bì jiāo jiè è xìng zhǒng liú	臂交界恶性肿瘤
bì jìng mài xuè shuān xíng chéng	臂静脉血栓形成
bì jīng mì rǔ zōng hé zhēng	闭经泌乳综合征
bì jīng rǔ yì zōng hé zhēng	闭经乳溢综合征
bí kǒng bì suǒ xiū fù shù	鼻孔闭锁修复术
bí kǒng qiē kāi kuò zhāng shù	鼻孔切开扩张术
bì kǒng shén jīng féng hé shù	闭孔神经缝合术
bì kǒng shén jīng qiē duàn shù	闭孔神经切断术
bǐ kūn èr shì zōng hé zhēng	比昆二氏综合征
bí lèi guǎn è xìng zhǒng liú	鼻泪管恶性肿瘤
bǐ lín dān bāo jūn cháng yán	吡邻单胞菌肠炎
bǐ luó tè shì wěn hé shù	比罗特式吻合术
bí máo jiǎ xìng máo náng yán	鼻毛假性毛囊炎
bí nèi zhǒng liú qiē chú shù	鼻内肿瘤切除术
bí qián tíng è xìng zhǒng liú	鼻前庭恶性肿瘤
bí qián tíng liáng xìng zhǒng liú	鼻前庭良性肿瘤
bí qiāng bìng sǔn qiē chú shù	鼻腔病损切除术
bí qiāng è xìng lín bā liú	鼻腔恶性淋巴瘤
bí qiāng lèi náng wěn hé shù	鼻腔泪囊吻合术
bí qiāng qiē kāi tàn chá shù	鼻腔切开探查术
bí qiāng xī ròu qiē chú shù	鼻腔息肉切除术
bí qiāng yì wù qǔ chū shù	鼻腔异物取出术
bí qiāng zhān lián fēn lí shù	鼻腔粘连分离术
bí qiāng zhān lián sōng jiě shù	鼻腔粘连松解术
bí qiāng zhǒng liú qiē chú shù	鼻腔肿瘤切除术
bí ruǎn gǔ è xìng zhǒng liú	鼻软骨恶性肿瘤
bǐ sāng èr shì zōng hé zhēng	比桑二氏综合征
bì sè xìng nǎo xuè guǎn bìng	闭塞性脑血管病
bì wài cè shàng pí shén jīng	臂外侧上皮神经
bì wài cè xià pí shén jīng	臂外侧下皮神经
bì xuè shuān xìng jìng mài yán	臂血栓性静脉炎
bí yān bì è xìng zhǒng liú	鼻咽壁恶性肿瘤
bí yān bì suǒ jiǎo zhèng shù	鼻咽闭锁矫正术
bí yān bìng sǔn qiē chú shù	鼻咽病损切除术
bí yān dǐ è xìng zhǒng liú	鼻咽底恶性肿瘤
bí yān dǐng è xìng zhǒng liú	鼻咽顶恶性肿瘤
bí yān duì bǐ jì zào yǐng	鼻咽对比剂造影
bí yǎn nǎo máo méi jūn bìng	鼻眼脑毛霉菌病
bí yān xiān wéi xuè guǎn liú	鼻咽纤维血管瘤
bí yān xuè guǎn xiān wéi liú	鼻咽血管纤维瘤
bí yān zhǒng liú qiē chú shù	鼻咽肿瘤切除术
bí yì jī xíng zhěng xíng shù	鼻翼畸形整形术
bí yì náng zhǒng qiē chú shù	鼻翼囊肿切除术
