ā yóu qiān	锕铀铅
běn jī qíng huà gǒng	苯基氰化汞
běn jī ròu guì jīng	苯基肉桂腈
běn jī ròu guì suān	苯基肉桂酸
běn jī sāi èr zuò	苯基噻二唑
běn jī shí èr wán	苯基十二烷
běn jī shū dīng àn	苯基叔丁胺
běn jī sī ān suān	苯基丝氨酸
běn jī wù èr tóng	苯基戊二酮
běn jī xiù huà gǒng	苯基溴化汞
běn jī xiù huà měi	苯基溴化镁
běn jī xiù wù wán	苯基溴芴烷
běn jī yān xiān àn	苯基烟酰胺
běn jī yǎng huà shèn	苯基氧化胂
běn jī yì bǐng àn	苯基异丙胺
běn jī yǐ chún àn	苯基乙醇胺
běn jī yì dīng tóng	苯基异丁酮
běn jī yǐ èr àn	苯基乙二胺
běn jī yǐ èr chún	苯基乙二醇
běn jī yǐ èr quán	苯基乙二醛
běn jī yì kuí lín	苯基异喹啉
běn jī yǐ xiān àn	苯基乙酰胺
běn jī zhèng wù suān	苯基正戊酸
běn jī zhòng dàn yán	苯基重氮盐
běn jī zì yóu jī	苯基自由基
běn jiǎ bā bǐ tuǒ	苯甲巴比妥
běn jiǎ dì nà ǎn	苯甲地那铵
běn jiǎ èr dàn zuò	苯甲二氮唑
běn jiǎ jī ma lín	苯甲基吗啉
běn jiǎ quán běn zōng	苯甲醛苯腙
běn jiǎ suān běn zhǐ	苯甲酸苯酯
běn jiǎ suān biàn zhǐ	苯甲酸苄酯
běn jiǎ suān bǐng zhǐ	苯甲酸丙酯
běn jiǎ suān cí tóng	苯甲酸雌酮
běn jiǎ suān dīng zhǐ	苯甲酸丁酯
běn jiǎ suān jiǎ zhǐ	苯甲酸甲酯
běn jiǎ suān nài zhǐ	苯甲酸萘酯
běn jiǎ suān xià zhǐ	苯甲酸下酯
běn jiǎ suān yǐ zhǐ	苯甲酸乙酯
běn jiǎ suān yóu xiān	苯甲酸铀酰
běn jiǎ xiān ān jī	苯甲酰氨基
běn jiǎ xiān běn àn	苯甲酰苯胺
běn jiǎ xiān běn fēn	苯甲酰苯酚
běn jiǎ xiān bǐng tóng	苯甲酰丙酮
běn jiǎ xiān jiǎ suān	苯甲酰甲酸
běn jiǎ xiān pài dìng	苯甲酰哌啶
běn jiǎ xiān qiǎng àn	苯甲酰羟胺
běn jiǎ xiān yǎng jī	苯甲酰氧基
běn jiǎ yǎng tāng jī	苯甲氧羰基
běn jǐng cǎo suān yán	苯肼草酸盐
běn jǐng liú suān yán	苯肼硫酸盐
běn jǐng sān dàn zuò	苯肼三氮唑
běn jǐng yán suān yán	苯肼盐酸盐
běn liú běn mī zuò	苯硫苯咪唑
běn liú dài yǐ suān	苯硫代乙酸
běn liú fēn yà tóng	苯硫酚亚铜
běn liú jī jiǎ wán	苯硫基甲烷
běn liù jiǎ suān gān	苯六甲酸酐
běn liù jiǎ suān zhǐ	苯六甲酸酯
běn liù suō suān gān	苯六羧酸酐
běn mí jiǎ huán zuò	苯醚甲环唑
běn ǒu dàn nài àn	苯偶氮萘胺
běn piān sì jiǎ suān	苯偏四甲酸
běn sān jiǎ suān gān	苯三甲酸酐
běn sān jiǎ suān yán	苯三甲酸盐
běn sān jiǎ xiān lǜ	苯三甲酰氯
běn sān tāng jī gè	苯三羰基铬
běn shèn shàng xiàn sù	苯肾上腺素
běn shuǐ yáng xiān àn	苯水杨酰胺
běn sì jiǎ xiān lǜ	苯四甲酰氯
běn sì tāng jī gè	苯四羰基铬
běn sì tāng jī mù	苯四羰基钼
běn sì tāng jī wū	苯四羰基钨
bēn tíng suān jiǎ zhǐ	贲亭酸甲酯
běn wù chún jiāo wán	苯芴醇胶丸
běn xiān běn qiǎng àn	苯酰苯羟胺
běn xiān jiǎ jī lǜ	苯酰甲基氯
běn xiān jiǎ xiāo zuò	苯酰甲硝唑
běn xiān tì běn àn	苯酰替苯胺
běn xiān yǎng kuí lín	苯酰氧喹啉
běn yà huáng suān nà	苯亚磺酸钠
běn yà huáng suān xīn	苯亚磺酸锌
běn yà xī suān gān	苯亚硒酸酐
běn yǎng bǐng èr chún	苯氧丙二醇
běn yǎng jī běn fēn	苯氧基苯酚
běn yǎng jī yǐ suān	苯氧基乙酸
běn yǎng lǜ huà lìn	苯氧氯化膦
běn yǎng yì dīng suān	苯氧异丁酸
běn yǎng yǐ xiān lǜ	苯氧乙酰氯
běn yǐ bā bǐ tuǒ	苯乙巴比妥
běn yǐ chún àn mí	苯乙醇胺醚
běn yǐ jī cù suān	苯乙基醋酸
běn yǐ jī pài dìng	苯乙基哌啶
běn yǐ jī péng suān	苯乙基硼酸
běn yǐ quē yà tóng	苯乙炔亚铜
běn yǐ suān gāo tóng	苯乙酸睾酮
běn yǐ suān jiǎ zhǐ	苯乙酸甲酯
běn yǐ suān yǐ zhǐ	苯乙酸乙酯
běn yǐ xī bǐ dìng	苯乙烯吡啶
běn yǐ xī huà yóu	苯乙烯化油
běn yǐ xī xiàng jiāo	苯乙烯橡胶
běn yǐ xiān běn àn	苯乙酰苯胺
běn yǐ xiān yǐ jīng	苯乙酰乙腈
běn zhā lǜ ǎn tiē	苯扎氯铵贴
běn zhā xiù ǎn dīng	苯扎溴铵酊
běn zhòng dàn jī yán	苯重氮基盐
běn zuò xī lín nà	苯唑西林钠
bì chéng qié yóu xī	荜澄茄油烯
bì de yǎng huà wù	铋的氧化物
bǐ dìng běn jiǎ quán	吡啶苯甲醛
bǐ dìng bǐng ān suān	吡啶丙氨酸
bǐ dìng èr jiǎ chún	吡啶二甲醇
bǐ dìng èr jiǎ suān	吡啶二甲酸
bǐ dìng èr suō suān	吡啶二羧酸
bǐ dìng jī jiǎ wán	吡啶基甲烷
bǐ dìng jiǎ suān gè	吡啶甲酸铬
bǐ dìng jiǎ suān tóng	吡啶甲酸铜
bǐ dìng jiǎ suān yán	吡啶甲酸盐
bǐ dìng liú tóng gé	吡啶硫酮镉
bǐ dìng liú tóng nà	吡啶硫酮钠
bǐ dìng liú tóng tóng	吡啶硫酮铜
bǐ dìng liú tóng xīn	吡啶硫酮锌
bǐ dìng sān jiǎ suān	吡啶三甲酸
bǐ dìng sān zuò tóng	吡啶三唑酮
bǐ dìng shēng wù jiǎn	吡啶生物碱
bǐ dìng yǎng huà wù	吡啶氧化物
bǐ gē lài ān suān	吡咯赖氨酸
bǐ gē lài àn suān	吡咯赖胺酸
bǐ gē lí àn suān	吡咯离胺酸
bǐ gē wán bǐ dìng	吡咯烷吡啶
bǐ gē wán dīng àn	吡咯烷丁胺
bǐ gē wán èr tóng	吡咯烷二酮
bǐ gē wán tóng diǎn	吡咯烷酮碘
bǐ pài suān dī wán	吡哌酸滴丸
bì sī gài tóng yǎng	铋锶钙铜氧
bì xū ān jī suān	必须氨基酸
bì xū ān jī suān	必需氨基酸
bì xū zhī fáng suān	必须脂肪酸
bì xū zhī fáng suān	必需脂肪酸
bǐ zuò èr suō suān	吡唑二羧酸
bǐ zuò lín tóng hóng	吡唑啉酮红
biàn ān jī bǐ dìng	苄氨基吡啶
biàn ān jī dié lìng	苄氨基喋呤
biàn ān jī piào lìng	苄氨基嘌呤
biàn ān jī yǐ chún	苄氨基乙醇
biàn dá lài ān suān	苄达赖氨酸
biàn jī bǐ gē tóng	苄基吡咯酮
biàn jī bǐng èr suān	苄基丙二酸
biàn jī dīng èr suān	苄基丁二酸
biàn jī duì lǜ fēn	苄基对氯酚
biàn jī èr jiǎ àn	苄基二甲胺
biàn jī fú piào lìng	苄基氟嘌呤
biàn jī huà hé wù	苄基化合物
biàn jī huáng xiān fú	苄基磺酰氟
biàn jī huáng xiān lǜ	苄基磺酰氯
biàn jī lǜ jiǎ mí	苄基氯甲醚
biàn jī róng xiān jì	苄基溶纤剂
biàn jī sī ān suān	苄基丝氨酸
biàn jī xiàn piào lìng	苄基腺嘌呤
biàn jī xiān wéi sù	苄基纤维素
biàn jī yà xiāo àn	苄基亚硝胺
biàn jī yì bǐng àn	苄基异丙胺
biàn jī yì kuí lín	苄基异喹啉
biàn liú jī yān suān	苄硫基烟酸
biàn liú jī yǐ chún	苄硫基乙醇
biǎn táo suān yǐ zhǐ	扁桃酸乙酯
biàn yǎng jī běn fēn	苄氧基苯酚
biàn yǎng jī sè àn	苄氧基色胺
biàn yǎng jiǎ xiān lǜ	苄氧甲酰氯
biàn yǐ chēng èr àn	苄乙撑二胺
biǎn zhī yī èr suān	扁枝衣二酸
biǎo mǎ sī lǐ suān	表马斯里酸
biǎo qí dūn guǒ suān	表齐墩果酸
biǎo qiǎng xióng xī tóng	表羟雄烯酮
biǎo tán xiāng tiē xī	表檀香萜烯
biǎo wén shū lán jiǎn	表文殊兰碱
biǎo xiāng shù zhī chún	表香树脂醇
biǎo yǔ shàn dòu jiǎn	表羽扇豆碱
biǎo yùn wán chún tóng	表孕烷醇酮
biāo zhǔn huǎn chōng jiǎn	标准缓冲碱
biāo zhǔn qīng diàn jí	标准氢电极
bié hǎi rén cǎo suān	别海人草酸
bié yì bái ān suān	别异白氨酸
bié yì liàng ān suān	别异亮氨酸
bié yùn wán chún tóng	别孕烷醇酮
bǐng ān jī ma lín	丙氨基吗啉
bǐng ān suān liú mí	丙氨酸硫醚
bǐng ān suān tè yì	丙氨酸特异
bǐng ān xiān zǔ suān	丙氨酰组酸
bǐng chún suān bǐng zhǐ	丙醇酸丙酯
bǐng èr chún jiǎ mí	丙二醇甲醚
bǐng èr chún yǐ mí	丙二醇乙醚
bǐng èr suān dān xiān	丙二酸单酰
bǐng èr suān yà tā	丙二酸亚铊
bǐng huáng suān nèi zhǐ	丙磺酸内酯
bǐng jī běn jiǎ mí	丙基苯甲醚
bǐng jī běn yǐ jīng	丙基苯乙腈
bǐng jī gāo wán tóng	丙基睾丸酮
bǐng jī huán wù wán	丙基环戊烷
bǐng jī huáng xiān lǜ	丙基磺酰氯
bǐng jī pài dìng tóng	丙基哌啶酮
bǐng jī wù suān nà	丙基戊酸钠
bǐng jīng huáng suān nà	丙腈磺酸钠
bǐng liú yǎng mì dìng	丙硫氧嘧啶
bǐng liú yì yān àn	丙硫异烟胺
bǐng liú yì yān jǐng	丙硫异烟肼
bǐng quē suān jiǎ zhǐ	丙炔酸甲酯
bǐng quē suān yǐ zhǐ	丙炔酸乙酯
bǐng rǔ suān fā jiào	丙乳酸发酵
bǐng suān cǎo lán zhǐ	丙酸草兰酯
bǐng suān gǎn jūn mù	丙酸杆菌目
bǐng suān xiāng yè zhǐ	丙酸香叶酯
bǐng suān yì dīng zhǐ	丙酸异丁酯
bǐng suān yì wù zhǐ	丙酸异戊酯
bǐng suān zhèng dīng zhǐ	丙酸正丁酯
bīng táng hú lu suān	冰糖葫芦酸
bǐng tóng èr suō suān	丙酮二羧酸
bǐng tóng jī bǐng tóng	丙酮基丙酮
bǐng tóng jī suān méi	丙酮肌酸酶
bǐng tóng suān dīng zhǐ	丙酮酸丁酯
bǐng tóng suān jī méi	丙酮酸激酶
bǐng tóng suān jiǎ zhǐ	丙酮酸甲酯
bǐng tóng suān yǐ zhǐ	丙酮酸乙酯
bǐng tóng suō qiáng lóng	丙酮缩强龙
bǐng wán jī bǐng jī	丙烷基丙基
bǐng xī hé sān jì	丙烯和三剂
bǐng xī jī běn fēn	丙烯基苯酚
bǐng xī jī liú niào	丙烯基硫脲
bǐng xī jīng xiàng jiāo	丙烯腈橡胶
bǐng xī suān bǐng zhǐ	丙烯酸丙酯
bǐng xī suān dīng zhǐ	丙烯酸丁酯
bǐng xī suān jiǎ zhǐ	丙烯酸甲酯
bǐng xī suān jiǎ zhī	丙烯酸甲脂
bǐng xī suān shì yàn	丙烯酸试验
bǐng xī suān shù zhǐ	丙烯酸树酯
bǐng xī suān shù zhī	丙烯酸树脂
bǐng xī suān xiàng jiāo	丙烯酸橡胶
bǐng xī suān xīn zhǐ	丙烯酸辛酯
bǐng xī suān yǐ zhǐ	丙烯酸乙酯
bǐng xī suān zhǐ huà	丙烯酸酯化
bǐng xī suān zhǐ lèi	丙烯酸酯类
bǐng xī suān zhǐ yá	丙烯酸酯牙
bǐng xiān jī lián běn	丙酰基联苯
bǐng yǎng jī běn àn	丙氧基苯胺
bǐng zhǐ lǜ huà nà	丙酯氯化钠
bō de tóng wèi sù	𬭛的同位素
bó de yǎng huà wù	铂的氧化物
bó kè lì èr tóng	伯克利二酮
bó kè lì sān tóng	伯克利三酮
bō niào suān bǔ shuǐ	玻尿酸补水
bō niào suān yuán yè	玻尿酸原液
bō sàn xìng shì suān	播散性嗜酸
bō xī mǐ yà suān	波希米亚酸
bō xī mǐ yà suān	波西米亚酸
bù bǎo hé quán tóng	不饱和醛酮
bù chún yǎng huà gǔ	不纯氧化钴
bú duì chèn qīng huà	不对称氢化
bù lǎng sī tè suān	布朗斯特酸
bù lún sī tì suān	布仑斯惕酸
bù píng héng yóu fǎ	不平衡铀法
bù suān yě bù tián	不酸也不甜
bǔ táng chún suān nǎi	补糖醇酸奶
bú xiù nài suān gāng	不锈耐酸钢
cāng zhú xī bǐng zhǐ	苍术烯丙酯
cǎo suān gài jié shí	草酸钙结石
cǎo suān gāo tiě ǎn	草酸高铁铵
cǎo suān gēn lí zǐ	草酸根离子
cǎo suān nài fū àn	草酸萘呋胺
cǎo suān pǔ hé wù	草酸镨合物
cǎo xiān èr běn àn	草酰二苯胺
cǎo xiān hǔ pò suān	草酰琥珀酸
cǎo xiān tì běn àn	草酰替苯胺
cè jīn zhǎn huā chún	侧金盏花醇
chá jiǎn dìng biāo yè	茶碱定标液
chá jiǎn gēng àn chún	茶碱庚胺醇
chá jiǎn má huáng jiǎn	茶碱麻黄碱
chán chú liú jǐn jiǎn	蟾蜍硫堇碱
cháng yè bò he tóng	长叶薄荷酮
cháng yè suān téng zi	长叶酸藤子
chāo dī liú chái yóu	超低硫柴油
chāo wēi tàn suān xì	超威碳酸系
chāo xì tàn suān gài	超细碳酸钙
chāo xì yǎng huà lǚ	超细氧化铝
chī jiǎn xìng shí wù	吃碱性食物
chī suān chéng de rén	吃酸橙的人
chì táng suān nèi zhǐ	赤糖酸内酯
chì xiǎn táng lín suān	赤藓糖磷酸
chì xiān táng lín suān	赤鲜糖磷酸
chóng gè suān jiǎ fǎ	重铬酸钾法
chóng zǔ niú jiǎn xìng	重组牛碱性
chú liú qiú jūn mù	除硫球菌目
chún qīn wáng zǎi fēng	醇亲王载沣
chún xiāng de kā fēi	醇香的咖啡
chún xiāng de měi jiǔ	醇香的美酒
chún yī yǎng huà dàn	纯一氧化氮
chuò xī gǔ kē jiǎn	绰昔古柯碱
cì jiǎ jī yùn tóng	次甲基孕酮
cì lè pà qié jiǎn	次勒帕茄碱
cì lǜ suān jiǎ zhǐ	次氯酸甲酯
cì lǜ suān lí zǐ	次氯酸离子
cí sān chún jiǎ mí	雌三醇甲醚
cì shēng tàn suān gài	次生碳酸钙
cì shēng yǎng huà kuàng	次生氧化矿
cì shuǐ yáng suān bì	次水杨酸铋
cì tàn suān bì yóu	次碳酸铋油
cí xìng yǎng huà tiě	磁性氧化铁
cì yà lín suān bèi	次亚磷酸钡
cì yà lín suān gài	次亚磷酸钙
cì yà lín suān jiǎ	次亚磷酸钾
cì yà lín suān nà	次亚磷酸钠
cì yà lín suān tiě	次亚磷酸铁
cì yà liú suān nà	次亚硫酸钠
cì yà má yóu suān	次亚麻油酸
cí zǐ wǔ xiàn lì	磁子午线𫟷
cù ān jǐ suān xīn	醋氨己酸锌
cù ān yǐ suān xīn	醋氨乙酸锌
cù ān yǐ suān xīn	醋氨已酸锌
cū běn zhōng jiān cáo	粗苯中间槽
cù diǎn běn suān nà	醋碘苯酸钠
cū liú suān yán zào	粗硫酸盐皂
cù qiǎng pú ān suān	醋羟脯氨酸
cù qīng kě dài yīn	醋氢可待因
cù suān bái shì yàn	醋酸白试验
cù suān bīng piàn zhǐ	醋酸冰片酯
cù suān bǐng xī zhǐ	醋酸丙烯酯
cù suān fú kǎ ní	醋酸氟卡尼
cù suān fú qīng sōng	醋酸氟轻松
cù suān fū qīng sōng	醋酸肤轻松
cù suān fú yùn tóng	醋酸氟孕酮
cù suān gēn lí zǐ	醋酸根离子
cù suān guā nà biàn	醋酸胍那苄
cù suān huí xiāng zhǐ	醋酸茴香酯
cù suān jiǎ nuò tóng	醋酸甲诺酮
cù suān kuí yùn chún	醋酸奎孕醇
cù suān lǐ nǎ zhǐ	醋酸里哪酯
cù suān lǜ yǐ dìng	醋酸氯已定
cù suān qiān shì zhǐ	醋酸铅试纸
cù suān shā lā xīn	醋酸沙拉新
cù suān shēng yù chún	醋酸生育醇
cù suān shí èr zhǐ	醋酸十二酯
cù suān shì yǐ suān	醋酸是乙酸
cù suān shuāng yǎng yóu	醋酸双氧铀
cù suān yì bǐng zhī	醋酸异丙脂
cù suān yì dīng zhǐ	醋酸异丁酯
cù suān yì wù zhǐ	醋酸异戊酯
cù suān yóu xiān xīn	醋酸铀酰锌
cù suān zhèng bǐng zhǐ	醋酸正丙酯
cù suān zhèng wù zhī	醋酸正戊脂
cuì liú shēn qiān kuàng	脆硫砷铅矿
cuì liú tī qiān kuàng	脆硫锑铅矿
cuì liú tī tóng kuàng	脆硫锑铜矿
cuì liú tóng bì kuàng	脆硫铜铋矿
cuì shēn tóng yóu kuàng	翠砷铜铀矿
dà ān shí èr jiǎ	大安十二甲
dá de tóng wèi sù	𫟼的同位素
dà gēn xiāng yè wán	大根香叶烷
dà huáng sù jiǎ mí	大黄素甲醚
dà má sè xī suān	大麻色烯酸
dá mǎ xī èr chún	达玛烯二醇
dà suàn bǐ nán tóng	大蒜吡喃酮
dà wáng suān jiāng yóu	大王酸浆鱿
dǎ yìn jī xī gǔ	打印机硒鼓
dàn ān suān dǎn jiǎn	蛋氨酸胆碱
dān àn yǎng huà méi	单胺氧化酶
dàn bái àn jī suān	蛋白胺基酸
dàn bái jiǎ jī méi	蛋白甲基酶
dàn biāo zhǔn róng yè	氮标准溶液
dàn chuān sān cù suān	氮川三醋酸
dàn chuān sān yǐ suān	氮川三乙酸
dān dǎo guī suān yán	单岛硅酸盐
dàn de fú huà wù	氮的氟化物
dàn de hán yǎng suān	氮的含氧酸
dàn de yǎng huà wù	氮的氧化物
dān diǎn lào ān suān	单碘酪氨酸
dān duān bāo méi xī	单端孢霉烯
dān fú lín suān nà	单氟磷酸钠
dǎn gù chún chén jī	胆固醇沉积
dǎn gù chún jié shí	胆固醇结石
dàn huà lǚ yīn jiā	氮化铝铟镓
dàn huà yīn jiā lǚ	氮化铟镓铝
dàn jī sān yǐ suān	氮基三乙酸
dàn jiǎn gǎng bān yán	淡碱岗斑岩
dǎn jiǎn néng shòu tǐ	胆碱能受体
dǎn jiǎn yǎng huà méi	胆碱氧化酶
dǎn jiǎn zhuǎn lín méi	胆碱转磷酶
dàn jiè yán suān yán	氮芥盐酸盐
dàn jiè yǎng huà wù	氮芥氧化物
dān liàn guī suān yán	单链硅酸盐
dān lín suān bāo gān	单磷酸胞苷
dān lín suān hé gān	单磷酸核苷
dān lín suān jǐ táng	单磷酸己糖
dān lín suān niǎo gān	单磷酸鸟苷
dān lín suān niào gān	单磷酸尿苷
dān lín suān xiàn gān	单磷酸腺苷
dǎn liú rǔ qióng zhī	胆硫乳琼脂
dān lǜ bǐng èr chún	单氯丙二醇
dān lǜ fēn nà suān	单氯芬那酸
dān qiǎng jī huáng tóng	单羟基黄酮
dān suān èr yǐ zhǐ	单酸二乙酯
dān suān gān yóu zhǐ	单酸甘油酯
dǎn suān lián jiē méi	胆酸连接酶
dàn yǎng huà hé wù	氮氧化合物
dān yìng zhī suān lǚ	单硬脂酸铝
dāng guī suān nèi zhǐ	当归酸内酯
dāo dài bǐng èr suān	氘代丙二酸
dāo dài diǎn jiǎ wán	氘代碘甲烷
dāo dài èr lǜ běn	氘代二氯苯
dāo dài huán jǐ wán	氘代环己烷
dāo dài xiāo jī běn	氘代硝基苯
dāo dài yǐ xiān lǜ	氘代乙酰氯
dào liù běn bìng guān	倒六苯并蒄
dǎo zhuàng guī suān yán	岛状硅酸盐
dé dì suǒ běn níng	锝地索苯宁
dé gāo dé suān nà	锝高锝酸钠
dé gāo dé suān yán	锝高锝酸盐
dé jiāo lín suān yán	锝焦磷酸盐
dé lì duō běn níng	锝利多苯宁
dé měi luó suān yán	锝美罗酸盐
dé wǔ yǐ suān yán	锝五乙酸盐
dì bàn guāng ān suān	碲半胱氨酸
dī dù yǎng huà xīn	低度氧化锌
dì ěr liú cǎo zhuó	地尔硫艹卓
dì fāng xìng fú bìng	地方性氟病
dī hán qīng guī yóu	低含氢硅油
dī jí zhī fáng suān	低级脂肪酸
dí kěn zhì lǜ fǎ	迪肯制氯法
dì liú niè gǔ kuàng	碲硫镍钴矿
dì lǜ léi tā dìng	地氯雷他定
dī lǜ méi zī yuán	低氯煤资源
dì nuò qián liè tóng	地诺前列酮
dī quán gù tóng zhèng	低醛固酮症
dì suān gēn lí zǐ	碲酸根离子
dì suān sì qīng nà	碲酸四氢钠
dī yā jù yǐ xī	低压聚乙烯
dī yà liú suān nà	低亚硫酸钠
dī yā liú suān nà	低铔硫酸钠
dì yī kē qīng dàn	第一颗氢弹
diǎn ān jī wù suān	碘氨基戊酸
diǎn běn huáng xiān lǜ	碘苯磺酰氯
diǎn běn jiǎ jī guā	碘苯甲基胍
diǎn běn yǎng yǐ suān	碘苯氧乙酸
diǎn biāo zhǔn róng yè	碘标准溶液
diǎn dá suān pú àn	碘达酸葡胺
diǎn dài shí bā wán	碘代十八烷
diǎn dài shí liù wán	碘代十六烷
diǎn dài yì dīng wán	碘代异丁烷
diǎn dài zhòng dīng wán	碘代仲丁烷
diǎn de yǎng huà wù	碘的氧化物
diǎn èr jiǎ jiàn dú	碘二甲箭毒
diǎn huà jiǎ róng yè	碘化钾溶液
diǎn huà lào ān suān	碘化酪氨酸
diǎn huà yà jiǎ jī	碘化亚甲基
diǎn huà yì dīng wán	碘化异丁烷
diàn jiě shuǐ zhì qīng	电解水制氢
diǎn kè shā suān nà	碘克沙酸钠
diàn lán huáng suān yán	靛蓝磺酸盐
diàn lí qīng xīng xì	电离氢星系
diǎn luò mí róng yè	碘洛醚溶液
diǎn shā suān pú àn	碘沙酸葡胺
diǎn shí liù wán suān	碘十六烷酸
diǎn suān gēn lí zǐ	碘酸根离子
diǎn suān xiān wéi sù	碘酸纤维素
diǎn tā lā suān nà	碘他拉酸钠
diǎn yǐ suān yǐ zhǐ	碘乙酸乙酯
diǎn yìng zhī suān gài	碘硬脂酸钙
dié dàn huà liú xiān	叠氮化硫酰
dié dàn huà yà tā	叠氮化亚铊
dié dàn huà yà yǒu	叠氮化亚铕
dié kē gǔ ān suān	蝶醘谷氨酸
dié xiān gǔ ān suān	蝶酰谷氨酸
dīng ān běn bǐng tóng	丁氨苯丙酮
dīng ān běn liú niào	丁氨苯硫脲
dīng èr suān èr jiǎ	丁二酸二钾
dīng èr suān qīng jiǎ	丁二酸氢钾
dīng èr tóng yī wò	丁二酮一肟
dīng èr xī xiàng jiāo	丁二烯橡胶
dǐng huā suān jiǎo gǎn	顶花酸脚杆
dīng jī běn bǐng àn	丁基苯丙胺
dīng jī bǐng èr suān	丁基丙二酸
dīng jī huán jǐ tóng	丁基环己酮
dīng jī huán jǐ wán	丁基环己烷
dīng jī huáng suān jiǎ	丁基磺酸钾
dīng jī huáng xiān lǜ	丁基磺酰氯
dīng jī kǎ bì chún	丁基卡必醇
dīng jī yǐ jī mí	丁基乙基醚
dīng liú jī jiǎ jī	丁硫基甲基
dīng liú kè bǎi wēi	丁硫克百威
dīng quē suān yǐ zhǐ	丁炔酸乙酯
dīng suān xiāng yè zhǐ	丁酸香叶酯
dīng suān yì dīng zhǐ	丁酸异丁酯
dīng suān yì wù zhǐ	丁酸异戊酯
dīng wán huáng nèi zhǐ	丁烷磺内酯
dīng wán huáng suān nà	丁烷磺酸钠
dīng wán sì jiǎ suān	丁烷四甲酸
dīng wán sì suō suān	丁烷四羧酸
dīng wán sì yǐ suān	丁烷四乙酸
dīng xī èr suān gān	丁烯二酸酐
dīng xī suān jiǎ zhǐ	丁烯酸甲酯
dīng xiān tián cài jiǎn	丁酰甜菜碱
dīng xiāng suān jiǎ zhǐ	丁香酸甲酯
dīng yǎng jī běn àn	丁氧基苯胺
dīng yǎng jī yǐ suān	丁氧基乙酸
dīng yuán huáng suān jiǎ	丁原磺酸钾
dù bǎ yǎng huà lǚ	镀钯氧化铝
dù de tóng wèi sù	𬭊的同位素
dú xùn jiǎn shòu tǐ	毒蕈碱受体
duān biāo jì hé suān	端标记核酸
duǎn liàn tuō qīng méi	短链脱氢酶
duǎn liàn zhī fáng suān	短链脂肪酸
duān wèi yà jiǎ jī	端位亚甲基
duǎn zhù liú yín kuàng	短柱硫银矿
duì ān běn jiǎ suān	对氨苯甲酸
duì ān jī běn fēn	对氨基苯酚
duì ān jī běn jīng	对氨基苯腈
duì ān jī èr liú	对氨基二硫
duì ān jī lǜ běn	对氨基氯苯
duì ān shuǐ yáng suān	对氨水杨酸
duì běn èr fēn mí	对苯二酚醚
duì běn èr jiǎ chún	对苯二甲醇
duì běn èr jiǎ jīng	对苯二甲腈
duì běn èr jiǎ quán	对苯二甲醛
duì běn èr jiǎ suān	对苯二甲酸
duì běn èr yǐ suān	对苯二乙酸
duì běn jī běn fēn	对苯基苯酚
