ān fèng	安凤
hài mín zhī shǐ yě	害民之始也
hǎi míng sān dǎo jiàn	海明三岛见
hǎi mò jìn chá piāo	海沫近槎飘
hǎi nán wú jiā zhí	海南无嘉植
hǎi nán wú yù qì	海南无浴器
hǎi nèi bā nián zhàn	海内八年战
hǎi nèi bèi tūn shí	海内被吞食
hǎi nèi bīng yóu zài	海内兵犹在
hǎi nèi cǐ tíng gǔ	海内此亭古
hǎi nèi còu cháo gòng	海内凑朝贡
hǎi nèi cún rú yǐ	海内存如已
hǎi nèi cún zhī jǐ	海内存知己
hǎi nèi fāng láo shī	海内方劳师
hǎi nèi fāng yàn rán	海内方晏然
hǎi nèi fēng chén hūn	海内风尘昏
hǎi nèi gù rén qì	海内故人泣
hǎi nèi gù rén xī	海内故人稀
hǎi nèi hé fēn fēn	海内何纷纷
hǎi nèi jiǔ róng fú	海内久戎服
hǎi nèi lí duō shì	海内罹多事
hǎi nèi qiú mín mò	海内求民瘼
hǎi nèi róng yī juǎn	海内戎衣卷
hǎi nèi shí liú jìn	海内时流尽
hǎi nèi shí wú shì	海内时无事
hǎi nèi tóng xiū míng	海内同休明
hǎi nèi wén zhāng bó	海内文章伯
hǎi nèi wǒ qíng piān	海内我情偏
hǎi nèi xī diāo zhài	海内昔凋瘵
hǎi nèi yàn bīng gé	海内厌兵革
hǎi nèi yǐ fēn ná	海内已纷拏
hǎi nèi yī gū zhōu	海内一孤舟
hǎi nèi yī yáng shēng	海内依扬声
hǎi nèi yǔ sān dú	海内语三独
hǎi nèi zāi táo lǐ	海内栽桃李
hǎi nèi zhī míng shì	海内知名士
hái néng bǎ jiǔ wú	还能把酒无
hái néng fēn shàn è	还能分善恶
hái néng gòng cén jì	还能共岑寂
hái néng luàn dié fēi	还能乱蝶飞
hái néng tuō hòu chē	还能托后车
hái néng xiǎng yìng shēng	还能响应声
hái néng xiǎo tǐng mó	还能小艇麽
hái niàn tóng rén bié	还念同人别
hǎi niǎo bēi zhōng gǔ	海鸟悲钟鼓
hái niǎo wàn sī jīn	还袅万丝金
hǎi niǎo xián chū shí	海鸟衔初实
hǎi niǎo zhī tiān fēng	海鸟知天风
hǎi niú yā fēng lián	海牛压风帘
hái nòng shān zhōng yuè	还弄山中月
hái nuǎn yù táng rén	还暖玉堂人
hǎi ōu guò zhú yǔ	海鸥过竹屿
hǎi ōu zhī lì ào	海鸥知吏傲
hái péi bào wěi yóu	还陪豹尾游
hái péi lǐ guō zhōu	还陪李郭舟
hái pī bào xiè wén	还披鲍谢文
hái pī fèi fǔ chéng	还披肺腑呈
hǎi qì bǎi chóng lóu	海气百重楼
hái qī cái jiā rì	还期才浃日
hǎi qì cháo chéng yǔ	海气朝成雨
hǎi qì chuī shèn lóu	海气吹蜃楼
hái qǐ dà fēng gē	还起大风歌
hái qī fāng dìng rì	还期方定日
hái qī fāng hào hào	还期方浩浩
hái qī fèng chí bài	还期凤池拜
hái qī fù jǐ hé	还期复几何
hái qī jiǔ yì tōng	还期九译通
hǎi qì qīn jī liáng	海气侵肌凉
hǎi qì qīn nán bù	海气侵南部
hái qí rào xī yān	还旗绕夕烟
hài qì rù cháo fēn	害气入朝分
hǎi qì rù dōng tián	海气入东田
hái qī rú kě fǎng	还期如可访
hǎi qì rú qiū yǔ	海气如秋雨
hǎi qì shēng huáng wù	海气生黄雾
hǎi qì sì zhū lóu	海气似朱楼
hǎi qì yíng biān kōng	海气迎边空
hái qī yīng bù yuǎn	还期应不远
hái qī zài suì yàn	还期在岁晏
hǎi qì zhēng yún hēi	海气蒸云黑
hái qiǎn shì yí cái	还遣世遗才
hái qiǎn yī luó qǐ	还遣衣罗绮
hái qiě xǐ shēn cún	还且喜身存
hǎi qín féng zǎo yàn	海禽逢早雁
hái qǐn mèng jiā qī	还寝梦佳期
hǎi qín xīn bù yì	海禽心不怿
hái qīng sì wǔ zhuó	还倾四五酌
hǎi qīng yú wǎng yǎ	海卿逾往雅
hǎi qióng nán jiǎo jìn	海穷南徼尽
hái qǔ zuì wàng yōu	还取醉忘忧
hài qún yīng zì shè	害群应自慑
hái rào bì huā cóng	还绕庳花丛
hái rào chǔ wáng zhōu	还绕楚王舟
hái rào wàn nián zhī	还绕万年枝
hǎi rì gāo tóng tóng	海日高瞳瞳
hài rì ráo xiā xiè	亥日饶虾蟹
hǎi rì shēng cán yè	海日生残夜
hǎi rì shēng hóng qí	海日生红旗
hái rú bìng jū shì	还如病居士
hái rú dà guó fēng	还如大国风
hái rú dù líng xià	还如杜陵下
hái rú fēng shuǐ dōng	还如沣水东
hái rú fù hé nèi	还如赴河内
hái rù gù lín qī	还入故林栖
hái rú gù shí lǜ	还如故时绿
hái rú gǔ yǔ fú	还如鼓与桴
hái rú gù yuán shù	还如故园树
hái rù jìng zhōng kāi	还入镜中开
hái rú jiù xiāng shí	还如旧相识
hái rú liú shuǐ qǔ	还如流水曲
hái rú qí shěng qiū	还如骑省秋
hái rú shì zhōng rén	还如世中人
hái rù sī guī yǐn	还入思归引
hái rú tài jiē píng	还如泰阶平
hái rú táo lǐ fā	还如桃李发
hái rú tiān shàng féng	还如天上逢
hái rú wèn táo shuǐ	还如问桃水
hái rù wǔ chéng xián	还入武城弦
hái rú yí mèng zhōng	还如一梦中
hái rú yún mǔ chén	还如云母尘
hái rú zài jīng huá	还如在京华
hái rú zhào dǎn qīng	还如照胆清
hǎi ruò bù yǐn zhū	海若不隐珠
hǎi ruò kuà tiān wú	海若跨天吴
hǎi sāi wú jiāo bīng	海塞无交兵
hái sāi zhī hé rì	还塞知何日
hǎi sè dòng yuǎn shān	海色动远山
hǎi sè míng cú lái	海色明徂徕
hǎi sè qíng kàn yǔ	海色晴看雨
hǎi sè zhào gōng què	海色照宫阙
hǎi shān xiān zǐ guó	海山仙子国
hǎi shàng bǎi huā yáo	海上百花摇
hǎi shàng bái ōu xùn	海上白鸥驯
hái shāng běi yuán lǐ	还伤北园里
hǎi shàng bì yún duàn	海上碧云断
hái shāng chí mù nián	还伤迟暮年
hǎi shàng chūn yīng jìn	海上春应尽
hǎi shàng dé xiāo duō	海上得绡多
hǎi shàng fēng yǔ zhì	海上风雨至
hǎi shàng hóng qí mǎn	海上红旗满
hǎi shàng hū sān dǎo	海上呼三岛
hǎi shàng jiàn jīng qí	海上见旌旗
hǎi shàng jiàn qīng shān	海上见青山
hǎi shàng jiǔ wéi kè	海上久为客
hǎi shàng kān chéng fú	海上堪乘桴
hǎi shàng luò fēi yā	海上落飞鸦
hǎi shàng mù yáng ér	海上牧羊儿
hǎi shàng nà liáng shí	海上纳凉时
hǎi shàng qiān fēng huǒ	海上千烽火
hái shāng qiān suì xīn	还伤千岁心
hǎi shàng qiú xiān kè	海上求仙客
hǎi shàng rú guā zǎo	海上如瓜枣
hǎi shàng sān shén shān	海上三神山
hǎi shàng shān hú zhī	海上珊瑚枝
hǎi shàng shén shān lǜ	海上神山绿
hǎi shàng shēng míng yuè	海上生明月
hǎi shàng shǐ jūn guī	海上使君归
hǎi shàng tóng fēi fān	海上同飞翻
hǎi shàng wǔ bǎi rén	海上五百人
hái shāng xià yī báo	还伤夏衣薄
hǎi shàng yī fēng huǒ	海上一烽火
hǎi shàng yī gū zhōu	海上一孤舟
hǎi shàng yí zhēn mù	海上移珍木
hǎi shàng yóu sān dǎo	海上游三岛
hǎi shàng yǒu xiān shān	海上有仙山
hǎi shàng zhèng yáo luò	海上正摇落
hǎi shàng zhōng nán jiē	海上终难接
hái shēn gōng zhàng bié	还申供帐别
hǎi shén yí jié shí	海神移碣石
hái shēng chū sài chóu	还生出塞愁
hái shèng dú shuì shí	还胜独睡时
hái shēng sāi shàng chóu	还生塞上愁
hǎi shí fēn qí zǐ	海石分棋子
hài shì fēng yān jiē	亥市风烟接
hái shī fù chū chē	还师赋出车
hái shì gé nián qī	还是隔年期
hái shì jì sū zhōu	还是寄苏州
hái shì kǔ xīn xíng	还是苦辛行
hǎi shí lái zhū gōng	海石来珠宫
hái shì lǐ yán nián	还是李延年
hái shì luò yáng cái	还是洛阳才
hái shì mì jūn lái	还是觅君来
hái shí níng jiā yī	还识宁家衣
hái shī níng jiā yī	还湿宁家衣
hái shì tián jiā yī	还事田家衣
hái shì xī shí rén	还是昔时人
hái shì xiǎo zhī qín	还是晓枝禽
hái shí yáng líng wēng	还识扬舲翁
hái shì yī hán qíng	还是一含情
hái shì yì nián qiū	还是一年秋
hái shì yǐn bīng yú	还是饮冰馀
hài shì yú yán jù	亥市鱼盐聚
hái shì zhuō móu shēn	还是拙谋身
hái shòu rén jiān shì	还授人间世
hǎi shù chéng yáng chūn	海树成阳春
hǎi shù gé cháo wēi	海树隔潮微
hǎi shù níng yān yuǎn	海树凝烟远
hǎi shù qīng guān shè	海树青官舍
hǎi shù tōng mǐn yì	海戍通闽邑
hái shù wèi shū chóu	还数魏舒筹
hái shǔ zhǐ wú bǔ	还蜀只无补
hǎi shuǐ biàn wéi sāng	海水变为桑
hǎi shuǐ bù kě jiě	海水不可解
hǎi shuǐ bù mǎn yǎn	海水不满眼
hǎi shuǐ luò dǒu mén	海水落斗门
hǎi shuǐ luò yǎn qián	海水落眼前
hǎi shuǐ míng yuè chū	海水明月出
hǎi shuǐ sān qīng qiǎn	海水三清浅
hǎi shuǐ shuò lóng guī	海水烁龙龟
hǎi shuǐ suī wú xīn	海水虽无心
hǎi shuǐ wú fēng shí	海水无风时
hǎi shuǐ xī fēi dòng	海水昔飞动
hǎi shuǐ xiàng nán fēn	海水向南分
hǎi shuǐ zhào qiū yuè	海水照秋月
hái sī běi chuāng xià	还思北窗下
hái sī cǎi fāng lán	还思采芳兰
hái sī dǐng yòng méi	还司鼎用梅
hái sī dù líng pǔ	还思杜陵圃
hái sī gù yuán yè	还思故园夜
hái sì hǎi yú fāng	还嗣海隅芳
hái sī liáo dǎo shēn	还思潦倒身
hái sī luò yáng rì	还思洛阳日
hái sī wù yī pī	还思雾一披
hái sī zhǎng zhě zhé	还思长者辙
hái sù xiāo xiāng qù	还泝潇湘去
hái suí běi lǐ shēng	还随北里笙
hái suí běi shǐ guī	还随北使归
hái suí fěn shǔ láng	还随粉署郎
hái suí hù fǎ lóng	还随护法龙
hái suí luò yè lái	还随落叶来
hái suí shàng guó rén	还随上国人
hái suí zhāng fàng yǒu	还随张放友
hái suí zhòng rén lǎo	还随众人老
hái tàn bái tóu yín	还叹白头吟
hǎi táng zhēn yí mèng	海棠真一梦
hái tí píng zǐ fù	还题平子赋
hái tí shǔ jùn yú	还题蜀郡舆
hái tí wán yuè shī	还题玩月诗
hǎi tián qiū shú zǎo	海田秋熟早
hǎi tiān shā qì báo	海天杀气薄
hǎi tiān wēi yǔ sàn	海天微雨散
hái tián zhé sù shuì	还填折粟税
hái tiào líng shān lín	还眺灵山林
hǎi tíng qiū rì wàng	海亭秋日望
hái tīng shū dù gē	还听叔度歌
hái tóng chǔ bó yù	还同褚伯玉
hái tóng chū gǔ yīng	还同出谷莺
hǎi tóng fēn cuì gài	海童纷翠盖
hái tóng hǎi shàng ōu	还同海上鸥
hái tóng huì xiū qù	还同惠休去
hái tóng jiù lǚ zhì	还同旧侣至
hái tóng kāng lè hóu	还同康乐侯
hái tóng lǐ jiā shù	还同李家树
hái tóng màn shì rén	还同慢世人
hái tóng nèi zhāi xiá	还同内斋暇
hái tóng qǐ fēng shàng	还同起封上
hái tóng tàn yǒng jiā	还同叹永嘉
hái tóng xiāng shuǐ bīn	还同湘水滨
hái tóng xiào shū chī	孩童笑叔痴
hái tóng xīng huǒ qù	还同星火去
hái tóng yì fāng lè	还同异方乐
hái tóng yī jǐn guī	还同衣锦归
hái tóng yī yè luò	还同一叶落
hái tóng yuè xià què	还同月下鹊
hái tóng zài jìn wéi	还同在禁闱
hái tóng zhào qǐ shū	还同照绮疏
hái tóng zhōu báo fá	还同周薄伐
hái tóng zhuāng sǒu lè	还同庄叟乐
hǎi tóu jìn chū yuè	海头近初月
hái tóu wǎng chuān shuǐ	还投辋川水
hǎi tú chè bō tāo	海图坼波涛
hái tuī wàn fāng zhòng	还推万方重
hǎi wài ēn fāng qià	海外恩方洽
hǎi wài guī shū duàn	海外归书断
hǎi wài huáng shā qì	海外黄沙碛
hǎi wài jiǔ wéi kè	海外久为客
hǎi wài qiū yīng jī	海外秋鹰击
hái wàng dì chéng zhōng	还望帝城中
hái wàng dú shān rán	还望独潸然
hái wàng fén yáng jìn	还望汾阳近
hái wàng jiāng rú hé	还望将如何
hái wàng jǐn chéng yáo	还望锦城遥
hái wǎng mò cí yáo	还往莫辞遥
hái wàng nán shān chuí	还望南山陲
hái wàng qīng mén wài	还望青门外
hái wàng wèi rén yì	还望卫人邑
hái wàng xī duō wéi	还望昔多违
hái wàng yán xià shí	还望岩下石
hái wèi bó mìng rén	还为薄命人
hái wèi jǐn zhàng láng	还为锦帐郎
hái wèi jiǔ chù jì	还为久处计
hái wèi lì bù láng	还为吏部郎
hái wèi shì chén yīng	还为世尘婴
hái wèi wǒ shén shāng	还为我神伤
hái wèi xī rén tàn	还为昔人叹
hǎi wèi xiè áo xián	海味蟹螯咸
hái wèi zòng yǐn liú	还为纵饮留
hái wén chū jiāng zhòng	还闻出将重
hái wén fū cùn yīn	还闻肤寸阴
hái wén gǔ gōng jùn	还闻股肱郡
hái wén hàn míng zhǔ	还闻汉明主
hái wén jí fǔ sòng	还闻吉甫颂
hái wén quàn jiā cān	还闻劝加餐
hái wén tián sī mǎ	还闻田司马
hái wén tiān zhú sì	还闻天竺寺
hái wén wǎng jiā zǎo	还闻枉嘉藻
hái wén wō shuǐ qǔ	还闻涡水曲
hái wén xiàn shì zú	还闻献士卒
hái wén zhé méi chù	还闻折梅处
hái wén zuò xiào shēng	还闻坐啸声
hái wù běi yuán shī	还悟北辕失
hǎi wù cuò jù zhāng	海物错句章
hǎi wù duō wéi zhàng	海雾多为瘴
hǎi wù hán jiāng jìn	海雾寒将尽
hǎi wù kàn rú xǐ	海雾看如洗
hǎi wù lóng biān jiǎo	海雾笼边徼
hái wù tuō fán xiāo	还悟脱烦嚣
hǎi wū yín wéi dòng	海屋银为栋
hái xǐ dé wú xián	还喜得吾贤
hái xī jiù yóu kuí	还惜旧游暌
hái xī liú gōng gàn	还惜刘公干
hái xī shī jiǔ bié	还惜诗酒别
hǎi xī wàng jīng kǒu	海西望京口
hái xī wù wài zōng	还希物外踪
hái xī xí chí shǎng	还希习池赏
hái xī zhù niǎn wèn	还希驻辇问
hǎi xiàn qiě yōu miǎn	海县且悠缅
hǎi xiàn xián ēn jiǔ	海县衔恩久
hái xiàng bō zhōng jiàn	还向波中见
hái xiàng cháng líng qù	还向长陵去
hái xiàng gāo lán sù	还向皋兰宿
hái xiàng huà táng shēng	还向画堂生
hái xiàng jiǔ jiā lái	还向酒家来
hái xiàng jiù yíng chūn	还向旧营春
hái xiàng kōng zhōng yē	还向空中噎
hái xiàng lǒng xī fēi	还向陇西飞
hái xiàng shuò fāng chéng	还向朔方城
hái xiàng wǔ zì qiú	还向五字求
hái xiàng xí chí kàn	还向习池看
hái xiàng yuè zhōng guī	还向月中归
hái xiāo xū mìng zhú	还宵须命烛
hái xié xiǎo mán qù	还携小蛮去
hái xié xīn shì jiǔ	还携新市酒
hái xīn chǐ yǒu yíng	还欣尺有盈
hài xīn jù dú shì	害心俱毒螫
hái xīn shàng lín yuàn	还欣上林苑
hái xīn wù wǒ qí	还欣物我齐
hái xǐng dù zhú zhōng	还醒度竹钟
hái xīng luò xiù jiā	还兴络秀家
hǎi xíng xìn fēng fān	海行信风帆
hái xū jí qiū fù	还须及秋赋
hái xū jié bàn yóu	还须结伴游
hái xū mì jūn qù	还须觅君去
hái xū qiè yì hú	还须挈一壶
hái xū shù dào hú	还须数倒壶
hái xū zì zhī fēn	还须自知分
hái xún běi guō shēng	还寻北郭生
hái xún dà kuí jū	还寻大隗居
hái xún jí jiàn jìng	还寻汲涧径
hái xún jiǔ jiāng qù	还寻九江去
hái xún jiù shí yán	还寻旧石筵
hái xūn shì nǚ yī	还熏侍女衣
hái xún wèi zōng chuán	还寻蔚宗传
hǎi yàn cháo shū gé	海燕巢书阁
hǎi yàn gèng xiāng bēi	海晏更相悲
hái yǎn gù yuán fēi	还掩故园扉
hǎi yàn hái qín gōng	海燕还秦宫
hǎi yàn hé wēi miǎo	海燕何微眇
hǎi yàn jīng ní jìn	海晏鲸鲵尽
hǎi yàn qiū hái qù	海燕秋还去
hǎi yàn shí dú fēi	海雁时独飞
hǎi yàn yù xiān guī	海燕欲先归
hái yán zhèng fǎ xìng	还言证法性
hái yào dà wéi fáng	还要大为防
hǎi yè yǔ lóng qī	海夜与龙期
hái yī běi táng xià	还依北堂下
hái yí chì sōng zǐ	还疑赤松子
hái yí fèng yē zǐ	还疑缝掖子
hái yí gé yì chén	还疑隔一尘
hái yī hāo yǔ péng	还依蒿与蓬
hái yǐ jià wū sūn	还以嫁乌孙
hái yì jiāo yuán rì	还忆郊园日
hái yǐ jīn wū guì	还以金屋贵
hái yī jiù quán hè	还依旧泉壑
hái yí jiǔ rì yù	还疑九日豫
hái yǐ jiǔ yǎng zhēn	还以酒养真
hǎi yí jūn wèi xī	海沂军未息
hái yì liǎng xīn wéi	还忆两心违
hái yí mèng yān xiāo	还一梦烟霄
hái yǐ pí zì zhǔ	还以皮自煮
hái yì qǔ jiāng chūn	还忆曲江春
hái yí shàng hàn jīn	还疑上汉津
hái yí shàng yuàn chūn	还疑上苑春
hái yī shuǐ guāng diàn	还依水光殿
hái yī shuǐ zhú jū	还依水竹居
hái yǐ suì gǔ chún	还以邃古淳
hái yí yàn mí héng	还疑厌祢衡
hǎi yǐ yáng zhì tù	醢以羊彘兔
hái yí yìng shèn lóu	还疑映蜃楼
hái yí zào wù yì	还疑造物意
hái yí zhì zǐ xiāo	还疑陟紫霄
hái yī zhòng cháng shì	还依仲长室
hái yīn běi shān jìng	还因北山径
hái yīn chéng yǎ qǔ	还因承雅曲
hái yín dà yǐn zuò	还吟大隐作
hái yīn gòng fù lǐ	还因贡赋礼
hái yīn guì jiàn tóng	还因贵贱同
hái yīn mèng mèi zāo	还因梦寐遭
hǎi yīn níng dú shù	海阴凝独树
hái yīn sān lǐ chù	还因三里处
hái yīn shàng kè kāi	还因上客开
hái yīn shì yuè bēng	还因是月崩
hái yīn shuò chuī duàn	还因朔吹断
hái yīn sòng guī kè	还因送归客
hái yīn yǔ lù róng	还因雨露荣
hái yīn zǎo huì chéng	还因藻绘成
hái yín zhāo yǐn shī	还吟招隐诗
hái yín zhì dì piān	还吟掷地篇
hái yīng bàn yǔ gōng	还应伴庾公
hái yīng jì ā lián	还应寄阿连
hái yīng jiàn yuè yú	还应荐跃鱼
hái yīng mèng jiàn jūn	还应梦见君
hái yīng mèng lǐ féng	还应梦里逢
hái yīng niàng lǎo chūn	还应酿老春
hái yīng rǎn zhǐ cháng	还应染指尝
hái yīng sǎo diào jī	还应扫钓矶
hái yīng shàng jiàn pō	还应上谏坡
hái yīng wàng wǒ chóu	还应望我愁
hái yīng wèng xià mián	还应瓮下眠
hái yīng xuě hàn chǐ	还应雪汉耻
hái yīng yáo yù pèi	还应摇玉佩
hái yīng yǒu xìng míng	还应有姓名
hái yīng yuè xià féng	还应月下逢
hái yīng zhào suǒ sī	还应照所思
hái yīng zhī qiè hèn	还应知妾恨
hái yǒu bù rán huī	还有不然灰
hái yōu bú shèng yán	还忧不盛妍
hái yóu bù sǐ fāng	还游不死方
hái yǒu chóu chàng shì	还有惆怅事
hái yǒu chóu chàng xīn	还有惆怅心
hái yǒu chóu tóng chǔ	还有愁同处
hái yǒu duì zūn shí	还有对樽时
hái yǒu mèng lái shí	还有梦来时
hái yǒu yì xiāng bēi	还有异乡悲
hái yǒu yì zhī shēng	还有一枝生
hái yǒu yuè xiāng qíng	还有越乡情
hái yǒu zé zǐ tàn	还有责子叹
hái yù bào qín guò	还欲抱琴过
hái yù bìng yuán lú	还欲并园庐
hái yǔ bù tān fú	还与不贪符
hǎi yú cháo mǎn shì	海鱼朝满市
hái yù jiǎo biān xīn	还欲搅边心
hái yǔ jiù wū tí	还与旧乌啼
hái yù lèi zhān jīn	还欲泪沾襟
hǎi yù qiān péng zhòu	海浴褰鹏噣
